487,甴,5,30004
488,帄,5,24068
489,屵,5,23669
490,冊,5,20874
491,皿,5,30399
492,罒,5,32594
493,冋,5,20875
494,凹,5,20985
495,邖,5,37014
496,屴,5,23668
497,屶,5,23670
498,屷,5,23671
499,囚,5,22234
500,四,5,22235
501,囙,5,22233
502,囘,6,22232
503,冎,5,20878
504,囜,5,22236
505,钅,5,38021
506,玍,5,29581
507,生,5,29983
508,失,5,22833
509,矢,5,30690
510,氕,5,27669
511,乍,5,20045
512,尓,5,23571
513,禾,5,31166
514,刋,5,21003
515,叐,5,21456
516,刉,5,21001
517,仨,5,20200
518,仠,5,20192
519,丘,5,19992
520,仕,5,20181
521,仜,5,20188
522,付,5,20184
523,仗,5,20183
524,代,5,20195
525,仩,5,20201
526,仦,5,20198
527,仙,5,20185
528,仟,5,20191
529,仛,5,20187
530,仡,5,20193
531,仢,5,20194
532,仫,5,20203
533,伋,6,20235
534,们,5,20204
535,仪,5,20202
536,白,5,30333
537,仔,5,20180
538,他,5,20182
539,仞,5,20190
540,仭,5,20205
541,斥,5,26021
542,卮,5,21358
543,瓜,5,29916
544,仝,5,20189
545,仺,5,20218
546,尒,5,23570
547,仚,5,20186
548,屳,5,23667
549,乎,5,20046
550,丛,5,19995
551,令,5,20196
552,込,5,36796
553,用,5,29992
554,甩,5,29993
555,肊,5,32906
556,印,6,21360
557,氐,5,27664
558,乐,5,20048
559,尔,5,23572
560,句,5,21477
561,叴,5,21492
562,凧,5,20967
563,匆,5,21254
564,犰,5,29360
565,匃,5,21251
566,册,5,20876
567,卯,5,21359
568,匇,5,21255
569,犯,5,29359
570,匄,5,21252
571,处,5,22788
572,外,5,22806
573,処,5,20966
574,冬,5,20908
575,鸟,5,40479
576,夘,5,22808
577,邜,5,37020
578,务,5,21153
579,夗,6,22807
580,刍,5,21005
581,饤,5,39268
582,包,5,21253
583,饥,5,39269
584,主,5,20027
585,冮,5,20910
586,市,5,24066
587,庁,5,24193
588,庂,5,24194
589,庀,5,24192
590,疒,5,30098
591,邝,5,37021
592,広,5,24195
593,立,5,31435
594,冯,5,20911
595,邙,5,37017
596,玄,5,29572
597,氷,5,27703
598,闪,5,38378
599,兰,5,20848
600,半,5,21322
601,汀,5,27712
602,汁,5,27713
603,汅,5,27717
604,汇,5,27719
605,乧,5,20071
606,头,5,22836
607,汃,5,27715
608,汄,5,27716
609,氿,5,27711
610,汈,5,27720
611,氻,5,27707
612,汉,5,27721
613,氾,5,27710
614,忊,5,24522
615,忇,5,24519
616,忉,5,24521
617,宁,5,23425
618,穴,5,31348
619,宂,5,23426
620,它,5,23427
621,宄,5,23428
622,讦,5,35750
623,讧,5,35751
624,讨,5,35752
625,戹,5,25145
626,写,5,20889
627,让,5,35753
628,衤,5,34916
629,礼,5,31036
630,冚,5,20890
631,讪,5,35754
632,讫,5,35755
633,讬,5,35756
634,训,5,35757
635,必,5,24517
636,议,5,35758
637,讯,5,35759
638,记,5,35760
639,永,5,27704
640,讱,5,35761
641,司,5,21496
642,叏,5,21455
643,凥,5,20965
644,尻,5,23611
645,尼,5,23612
646,民,5,27665
647,弗,5,24343
648,邔,5,37012
649,弘,5,24344
650,疋,5,30091
651,阢,5,38434
652,叾,5,21502
653,出,5,20986
654,阡,5,38433
655,阣,5,38435
656,辽,5,36797
657,阠,5,38432
658,阤,5,38436
659,氶,5,27702
660,氹,5,27705
661,奵,5,22901
662,邚,5,37018
663,奶,5,22902
664,奴,5,22900
665,丱,5,20017
666,尕,5,23573
667,加,5,21152
668,召,5,21484
669,皮,5,30382
670,辸,5,36792
671,边,5,36793
672,辺,5,36794
673,孕,5,23381
674,发,5,21457
675,圣,5,22307
676,对,5,23545
677,弁,5,24321
678,厼,5,21436
679,台,5,21488
680,癶,5,30326
681,矛,5,30683
682,纠,5,32416
683,驭,5,39533
684,母,5,27597
685,幼,5,24188
686,丝,5,19997
687,廵,5,24309
688,弎,6,24334
689,弐,6,24336
690,匡,6,21281
691,耒,6,32786
692,邦,6,37030
693,玎,6,29582
694,兲,6,20850
695,玐,6,29584
696,玑,6,29585
697,玏,6,29583
698,丟,6,19999
699,式,6,24335
700,迀,6,36800
701,迂,6,36802
702,幵,6,24181
703,刑,6,21009
704,邢,6,37026
705,邞,6,37022
706,刓,6,21011
707,戎,6,25102
708,邧,6,37031
709,忈,6,24520
710,动,6,21160
711,迃,6,36803
712,圩,6,22313
713,扜,6,25180
714,扞,6,25182
715,圬,6,22316
716,扝,6,25181
717,圭,6,22317
718,扗,6,25175
719,扛,6,25179
720,圷,6,22327
721,寺,6,23546
722,扙,6,25177
723,扤,6,25188
724,圵,6,22325
725,卋,6,21323
726,吉,6,21513
727,扣,6,25187
728,圸,6,22328
729,圲,6,22322
730,扦,6,25190
731,圪,6,22314
732,圫,6,22315
733,托,6,25176
734,扢,6,25186
735,扥,6,25189
736,考,6,32771
737,圳,6,22323
738,老,6,32769
739,圴,6,22324
740,圾,6,22334
741,巩,6,24041
742,扚,6,25178
743,执,6,25191
744,扱,6,25201
745,圹,6,22329
746,扩,6,25193
747,扪,6,25194
748,赱,6,36209
749,扫,6,25195
750,扟,6,25183
751,圮,6,22318
752,圯,6,22319
753,地,6,22320
754,扡,6,25185
755,场,6,22330
756,扬,6,25196
757,扨,6,25192
758,扠,6,25184
759,耳,6,32819
760,芉,6,33417
761,芋,6,33419
762,芌,6,33420
763,芏,6,33423
764,芐,6,33424
765,共,6,20849
766,芖,6,33430
767,芅,6,33413
768,芇,6,33415
769,芊,6,33418
770,芃,6,33411
771,芄,6,33412
772,芍,6,33421
773,芕,6,33429
774,芨,6,33448
775,芒,6,33426
776,亚,6,20122
777,芝,6,33437
778,芎,6,33422
779,芑,6,33425
780,芓,6,33427
781,芆,6,33414
782,芗,6,33431
783,朾,6,26430
784,朽,6,26429
785,朴,6,26420
786,朲,6,26418
787,朳,6,26419
788,杁,6,26433
789,朹,6,26425
790,机,6,26426
791,朼,6,26428
792,朻,6,26427
793,朷,6,26423
794,朸,6,26424
795,权,6,26435
796,过,6,36807
797,亘,6,20120
798,臣,6,33251
799,吏,6,21519
800,再,6,20877
801,襾,6,35198
802,覀,6,35200
803,朿,6,26431
804,両,6,20001
805,协,6,21327
806,西,6,35199
807,亙,6,20121
808,攰,8,25904
809,压,6,21387
810,厌,6,21388
811,厍,6,21389
812,厊,6,21386
813,戌,6,25100
814,在,6,22312
815,有,6,26377
816,百,6,30334
817,乭,6,20077
818,存,6,23384
819,而,6,32780
820,页,6,39029
821,匠,6,21280
822,夸,6,22840
823,圶,6,22326
824,夺,6,22842
825,夶,6,22838
826,夵,6,22837
827,夻,6,22843
828,夼,6,22844
829,灰,6,28784
830,达,6,36798
831,戍,6,25101
832,匢,6,21282
833,尥,6,23589
834,列,6,21015
835,死,6,27515
836,成,6,25104
837,匟,6,21279
838,夹,6,22841
839,夷,6,22839
840,轨,6,36712
841,邪,6,37034
842,邨,6,37032
843,攷,6,25911
844,尧,6,23591
845,划,6,21010
846,迈,6,36808
847,毕,6,27605
848,至,6,33267
849,瓧,6,29927
850,邷,6,37047
851,尗,6,23575
852,丠,6,20000
853,此,6,27492
854,乩,6,20073
855,贞,6,36126
856,虍,6,34381
857,师,6,24072
858,尘,6,23576
859,尖,6,23574
860,劣,6,21155
861,光,6,20809
862,当,6,24403
863,吁,6,21505
864,早,6,26089
865,旪,6,26090
866,叿,6,21503
867,吐,6,21520
868,吋,6,21515
869,吓,6,21523
870,旯,6,26095
871,旫,6,26091
872,曳,6,26355
873,虫,6,34411
874,曲,6,26354
875,团,6,22242
876,団,6,22243
877,吅,6,21509
878,同,6,21516
879,吕,6,21525
880,吊,6,21514
881,吀,6,21504
882,吃,6,21507
883,吒,6,21522
884,因,6,22240
885,吸,7,21560
886,吖,6,21526
887,吇,6,21511
888,吔,6,21524
889,吗,6,21527
890,吆,6,21510
891,屽,6,23677
892,屸,6,23672
893,屼,6,23676
894,屿,6,23679
895,屾,6,23678
896,岀,6,23680
897,屹,6,23673
898,岁,6,23681
899,岋,6,23691
900,岌,6,23692
901,帆,6,24070
902,辿,6,36799
903,回,6,22238
904,屺,6,23674
905,岂,6,23682
906,屻,6,23675
907,岃,6,23683
908,则,6,21017
909,刚,6,21018
910,氼,6,27708
911,网,6,32593
912,肉,6,32905
913,凼,6,20988
914,囝,6,22237
915,囡,6,22241
916,钆,6,38022
917,钇,6,38023
918,年,6,24180
919,朱,6,26417
920,缶,6,32566
921,劧,6,21159
922,刏,6,21007
923,氘,6,27672
924,気,6,27671
925,氖,6,27670
926,先,6,20808
927,牝,6,29277
928,牞,6,29278
929,丢,6,20002
930,廷,6,24311
931,舌,6,33292
932,竹,6,31481
933,迁,6,36801
934,圱,6,22321
935,乔,6,20052
936,迄,6,36804
937,毎,6,27598
938,仹,6,20217
939,仼,6,20220
940,伕,6,20245
941,伟,6,20255
942,伝,6,20253
943,传,6,20256
944,乒,6,20050
945,乓,6,20051
946,休,6,20241
947,伍,6,20237
948,伂,6,20226
949,伎,6,20238
950,伓,6,20243
951,伏,6,20239
952,伛,6,20251
953,伖,6,20246
954,优,6,20248
955,伌,6,20236
956,臼,6,33276
957,伡,6,20257
958,佢,6,20322
959,伢,6,20258
960,伅,6,20229
961,伐,6,20240
962,仳,6,20211
963,仾,6,20222
964,佤,6,20324
965,延,6,24310
966,仯,6,20207
967,仲,6,20210
968,伣,6,20259
969,仵,6,20213
970,件,6,20214
971,任,6,20219
972,仸,6,20216
973,伤,6,20260
974,伥,6,20261
975,伒,6,20242
976,乑,6,20049
977,仮,5,20206
978,价,6,20215
979,伦,6,20262
980,仱,6,20209
981,份,6,20221
982,伀,6,20224
983,伧,6,20263
984,仴,6,20212
985,伜,6,20252
986,华,6,21326
987,伆,6,20230
988,伨,6,20264
989,仰,6,20208
990,伇,6,20231
991,伩,6,20265
992,伉,6,20233
993,仿,6,20223
994,伙,6,20249
995,伪,6,20266
996,伫,6,20267
997,伔,6,20244
998,伈,6,20232
999,自,6,33258
1000,伊,6,20234
1001,癿,6,30335
1002,甶,6,30006
1003,伬,6,20268
1004,伄,6,20228
1005,血,6,34880
1006,向,6,21521
1007,囟,6,22239
1008,似,7,20284
1009,伃,6,20227
1010,后,6,21518
1011,邤,6,37028
1012,劤,6,21156
1013,行,6,34892
1014,彴,6,24436
1015,彶,6,24438
1016,彵,6,24437
1017,甪,6,29994
1018,舟,6,33311
1019,全,6,20840
1020,会,6,20250
1021,杀,6,26432
1022,合,6,21512
1023,兆,6,20806
1024,企,6,20225
1025,氽,6,27709
1026,汆,6,27718
1027,乯,6,20079
1028,众,6,20247
1029,爷,6,29239
1030,伞,6,20254
1031,兇,6,20807
1032,邠,6,37024
1033,兊,6,20810
1034,创,6,21019
1035,刖,6,21014
1036,肌,6,32908
1037,肍,6,32909
1038,肋,6,32907
1039,凨,6,20968
1040,凩,6,20969
1041,朵,6,26421
1042,杂,6,26434
1043,夙,6,22809
1044,危,6,21361
1045,氒,6,27666
1046,凪,6,20970
1047,旨,6,26088
1048,旬,6,26092
1049,旭,6,26093
1050,旮,6,26094
1051,负,6,36127
1052,犴,6,29364
1053,犲,6,29362
1054,犵,6,29365
1055,刎,6,21006
1056,犱,6,29361
1057,犳,6,29363
1058,犷,6,29367
1059,匈,6,21256
1060,乮,6,20078
1061,犸,6,29368
1062,刐,6,21008
1063,夅,6,22789
1064,舛,6,33307
1065,各,6,21508
1066,名,6,21517
1067,灳,6,28787
1068,多,6,22810
1069,奿,6,22911
1070,凫,6,20971
1071,争,6,20105
1072,邬,6,37036
1073,色,6,33394
1074,饦,6,39270
1075,饧,6,39271
1076,冴,6,20916
1077,冱,6,20913
1078,壮,6,22766
1079,冲,6,20914
1080,妆,6,22918
1081,冰,6,20912
1082,庄,6,24196
1083,庆,6,24198
1084,亦,6,20134
1085,庅,6,24197
1086,刘,6,21016
1087,齐,6,40784
1088,交,6,20132
1089,次,6,27425
1090,衣,6,34915
1091,邟,6,37023
1092,劥,6,21157
1093,产,6,20135
1094,决,6,20915
1095,吂,6,21506
1096,巟,6,24031
1097,亥,6,20133
1098,邡,6,37025
1099,充,6,20805
1100,妄,6,22916
1101,闫,6,38379
1102,闬,6,38380
1103,闭,6,38381
1104,问,6,38382
1105,闯,6,38383
1106,羊,6,32650
1107,并,6,24182
1108,关,6,20851
1109,米,6,31859
1110,屰,6,23664
1111,灯,6,28783
1112,灲,6,28786
1113,灮,6,28782
1114,邩,6,37033
1115,灱,6,28785
1116,州,6,24030
1117,弚,6,24346
1118,汗,6,27735
1119,汙,6,27737
1120,汚,6,27738
1121,污,6,27745
1122,江,6,27743
1123,汢,6,27746
1124,汏,6,27727
1125,汕,6,27733
1126,汘,6,27736
1127,汑,6,27729
1128,汔,6,27732
1129,汌,6,27724
1130,汋,6,27723
1131,汍,6,27725
1132,汎,6,27726
1133,汐,6,27728
1134,汣,6,27747
1135,汲,6,27762
1136,汷,6,27767
1137,汒,6,27730
1138,汛,6,27739
1139,汜,6,27740
1140,汓,6,27731
1141,池,6,27744
1142,汝,6,27741
1143,汤,6,27748
1144,汊,6,27722
1145,忓,6,24531
1146,忖,6,24534
1147,忕,6,24533
1148,忏,6,24527
1149,忔,6,24532
1150,忛,6,24539
1151,忣,6,24547
1152,忙,6,24537
1153,忋,6,24523
1154,忚,6,24538
1155,兴,6,20852
1156,宇,6,23431
1157,守,6,23432
1158,宅,6,23429
1159,穵,6,31349
1160,宆,6,23430
1161,字,6,23383
1162,安,6,23433
1163,讲,6,35762
1164,讳,6,35763
1165,讴,6,35764
1166,军,6,20891
1167,讵,6,35765
1168,讶,6,35766
1169,祁,6,31041
1170,礽,6,31037
1171,肎,6,32910
1172,讷,6,35767
1173,许,6,35768
1174,讹,6,35769
1175,论,6,35770
1176,讻,6,35771
1177,讼,6,35772
1178,农,6,20892
1179,讽,6,35773
1180,邥,6,37029
1181,设,6,35774
1182,访,6,35775
1183,诀,6,35776
1184,聿,6,32895
1185,寻,6,23547
1186,帇,6,24071
1187,那,6,37027
1188,夛,6,22811
1189,艮,6,33390
1190,厾,6,21438
1191,迅,6,36805
1192,刔,6,21012
1193,尽,6,23613
1194,迉,6,36809
1195,弙,6,24345
1196,导,6,23548
1197,异,6,24322
1198,弜,6,24348
1199,弛,6,24347
1200,妀,6,22912
1201,阱,6,38449
1202,阮,6,38446
1203,孙,6,23385
1204,阫,6,38443
1205,阨,6,38440
1206,阵,6,38453
1207,孖,6,23382
1208,阰,6,38448
1209,阯,6,38447
1210,阳,6,38451
1211,阥,6,38437
1212,阩,6,38441
1213,收,6,25910
1214,阪,6,38442
1215,阶,6,38454
1216,阴,6,38452
1217,艸,6,33400
1218,阬,6,38444
1219,防,6,38450
1220,阦,6,38438
1221,阧,6,38439
1222,乪,6,20074
1223,丞,6,19998
1224,阭,6,38445
1225,迆,6,36806
1226,奸,6,22904
1227,妅,6,22917
1228,朶,6,26422
1229,如,6,22914
1230,奾,6,22910
1231,奷,6,22903
1232,奼,6,22908
1233,奺,6,22906
1234,妁,6,22913
1235,妇,6,22919
1236,妃,6,22915
1237,好,6,22909
1238,她,6,22905
1239,奻,6,22907
1240,妈,6,22920
1241,乫,6,20075
1242,刕,6,21013
1243,劦,6,21158
1244,戏,6,25103
1245,羽,6,32701
1246,乨,6,20072
1247,贠,6,36128
1248,观,6,35266
1249,牟,6,29279
1250,欢,6,27426
1251,买,6,20080
1252,厽,6,21437
1253,叒,6,21458
1254,纡,6,32417
1255,红,6,32418
1256,纣,6,32419
1257,驮,6,39534
1258,纤,6,32420
1259,纥,6,32421
1260,驯,6,39535
1261,约,6,32422
1262,级,6,32423
1263,纨,6,32424
1264,纩,6,32425
1265,纪,6,32426
1266,驰,6,39536
1267,纫,6,32427
1268,糸,6,31992
1269,糹,6,31993
1270,巡,6,24033
1271,匤,7,21284
1272,寿,7,23551
1273,玕,7,29589
1274,玗,7,29591
1275,玒,7,29586
1276,弄,7,24324
1277,玙,7,29593
1278,玔,7,29588
1279,玓,7,29587
1280,玖,7,29590
1281,麦,7,40614
1282,迋,7,36811
1283,玘,7,29592
1284,玚,7,29594
1285,玛,7,29595
1286,攼,7,25916
1287,坓,7,22355
1288,形,7,24418
1289,进,7,36827
1290,戒,7,25106
1291,吞,7,21534
1292,迗,7,36823
1293,坖,7,22358
1294,远,7,36828
1295,违,7,36829
1296,韧,7,38887
1297,刬,7,21036
1298,运,7,36816
1299,抂,7,25218
1300,扶,7,25206
1301,坃,7,22339
1302,抏,7,25231
1303,抚,7,25242
1304,坛,7,22363
1305,抎,7,25230
1306,抟,7,25247
1307,镸,8,38264
1308,技,7,25216
1309,坏,7,22351
1310,抔,7,25236
1311,抠,7,25248
1312,坜,7,22364
1313,扰,7,25200
1314,抜,7,25244
1315,扼,7,25212
1316,拒,7,25298
1317,坉,7,22345
1318,扽,7,25213
1319,找,7,25214
1320,批,7,25209
1321,坘,7,22360
1322,瓨,7,29928
1323,址,7,22336
1324,扯,7,25199
1325,走,7,36208
1326,抄,7,25220
1327,抇,7,25223
1328,坝,7,22365
1329,抐,7,25232
1330,汞,7,27742
1331,贡,7,36129
1332,抙,7,25241
1333,抍,7,25229
1334,坆,7,22342
1335,扷,7,25207
1336,攻,7,25915
1337,扸,7,25208
1338,赤,7,36196
1339,圻,7,22331
1340,折,7,25240
1341,抓,7,25235
1342,坂,7,22338
1343,扳,7,25203
1344,圿,7,22335
1345,扴,7,25204
1346,抡,7,25249
1347,扵,7,25205
1348,坅,7,22341
1349,扲,7,25202
1350,坋,7,22347
1351,扮,7,25198
1352,抸,7,25272
1353,抢,7,25250
1354,抈,7,25224
1355,坁,7,22337
1356,扺,7,25210
1357,孝,7,23389
1358,圽,7,22333
1359,坎,7,22350
1360,扻,7,25211
1361,均,7,22343
1362,坍,7,22349
1363,抣,7,25251
1364,坞,7,22366
1365,抑,7,25233
1366,抛,7,25243
1367,坄,7,22340
1368,抅,7,25221
1369,投,7,25237
1370,抃,7,25219
1371,坟,7,22367
1372,抆,7,25222
1373,坑,7,22353
1374,抗,7,25239
1375,坊,7,22346
1376,灻,7,28795
1377,抖,7,25238
1378,护,7,25252
1379,坈,7,22344
1380,壱,7,22769
1381,売,7,22770
1382,壳,7,22771
1383,抌,7,25228
1384,志,7,24535
1385,抋,7,25227
1386,块,7,22359
1387,抉,7,25225
1388,択,7,25246
1389,扭,7,25197
1390,声,7,22768
1391,把,7,25226
