1,19968,?,1
2,20008,?,1
3,20101,?,1
4,20031,?,1
5,20022,?,1
6,20032,?,1
7,20033,?,1
8,20057,?,1
9,20058,?,1
10,20059,?,1
11,20108,?,2
12,19969,?,2
13,19973,?,2
14,21313,?,2
15,19974,?,2
16,21378,?,2
17,19970,?,2
18,19971,?,2
19,21274,?,2
20,21304,?,2
21,19972,?,2
22,20994,?,2
23,21340,?,2
24,20866,?,2
25,20155,?,2
26,20034,?,2
27,20154,?,2
28,20837,?,2
29,20843,?,2
30,20061,?,2
31,20799,?,2
32,20960,?,2
33,21241,?,2
34,21269,?,2
35,20128,?,2
36,20907,?,2
37,20023,?,2
38,20886,?,2
39,35744,?,2
40,20993,?,2
41,20009,?,2
42,20102,?,2
43,20981,?,2
44,21353,?,2
45,38429,?,2
46,20035,?,2
47,20992,?,2
48,21147,?,2
49,20036,?,2
50,21430,?,2
51,21448,?,2
52,24308,?,2
53,20060,?,2
54,24028,?,2
55,19977,?,3
56,20109,?,3
57,20110,?,3
58,24178,?,3
59,20111,?,3
60,20112,?,3
61,22303,?,3
62,22763,?,3
63,24037,?,3
64,25164,?,4
65,21316,?,3
66,33401,?,3
67,25165,?,3
68,19979,?,3
69,23544,?,3
70,19980,?,3
71,24318,?,3
72,19976,?,3
73,22823,?,3
74,20800,?,3
75,23586,?,3
76,19982,?,4
77,19975,?,3
78,22824,?,4
79,24331,?,3
80,19978,?,3
81,23567,?,3
82,20963,?,3
83,21475,?,3
84,22231,?,3
85,23665,?,3
86,24062,?,3
87,21315,?,3
88,20039,?,3
89,20062,?,3
90,24029,?,3
91,20159,?,3
92,24435,?,3
93,24417,?,3
94,20962,?,3
95,20156,?,3
96,20010,?,3
97,20042,?,3
98,20157,?,3
99,20158,?,3
100,20838,?,3
101,20103,?,3
102,29357,?,3
103,20024,?,3
104,20037,?,3
105,20040,?,3
106,20961,?,3
107,21242,?,3
108,21450,?,4
109,22786,?,3
110,22794,?,3
111,22805,?,3
112,39267,?,3
113,20012,?,3
114,24191,?,3
115,20129,?,3
116,38376,?,3
117,20011,?,3
118,20041,?,3
119,27701,?,3
120,24516,?,3
121,23424,?,3
122,20043,?,4
123,36790,?,3
124,24400,?,3
125,21314,?,3
126,23608,?,3
127,24049,?,3
128,24050,?,3
129,24051,?,3
130,24339,?,3
131,21355,?,3
132,23376,?,3
133,23377,?,3
134,23378,?,3
135,23662,?,3
136,21354,?,3
137,23379,?,3
138,20063,?,3
139,22899,?,3
140,20038,?,3
141,20995,?,3
142,20996,?,3
143,39134,?,3
144,21148,?,3
145,20064,?,3
146,21449,?,3
147,24401,?,3
148,32415,?,3
149,39532,?,3
150,20065,?,3
151,24186,?,3
152,24027,?,3
153,20118,?,4
154,20016,?,4
155,29579,?,4
156,20115,?,4
157,20117,?,4
158,24320,?,4
159,22825,?,4
160,22827,?,4
161,20803,?,4
162,26080,?,4
163,38886,?,4
164,19987,?,4
165,20113,?,4
166,24332,?,4
167,32770,?,4
168,22305,?,4
169,19984,?,4
170,22304,?,4
171,25166,?,4
172,24319,?,4
173,33402,?,4
174,26408,?,4
175,26409,?,4
176,20068,?,4
177,20116,?,4
178,24063,?,4
179,24064,?,4
180,37010,?,4
181,25903,?,4
182,19983,?,4
183,21381,?,4
184,21317,?,4
185,19981,?,4
186,20871,?,4
187,20164,?,4
188,22826,?,4
189,29356,?,4
190,21306,?,4
191,21382,?,4
192,21431,?,4
193,21451,?,4
194,23588,?,4
195,27513,?,4
196,21305,?,4
197,21380,?,4
198,36791,?,4
199,36710,?,4
200,25144,?,4
201,24040,?,5
202,29273,?,4
203,23663,?,4
204,25096,?,4
205,20802,?,4
206,26081,?,4
207,27604,?,4
208,20114,?,4
209,20999,?,4
210,29926,?,4
211,21341,?,4
212,27490,?,4
213,25908,?,4
214,23569,?,4
215,23568,?,4
216,20867,?,4
217,20868,?,4
218,26085,?,4
219,26352,?,4
220,20013,?,4
221,20870,?,4
222,20066,?,4
223,20839,?,4
224,20869,?,4
225,20872,?,4
226,27700,?,4
227,32595,?,4
228,36125,?,4
229,35265,?,4
230,31160,?,4
231,21320,?,4
232,25163,?,4
233,29275,?,4
234,27611,?,4
235,27668,?,4
236,22764,?,4
237,29276,?,4
238,21319,?,4
239,22829,?,4
240,25909,?,4
241,38271,?,4
242,20161,?,4
243,20160,?,4
244,20163,?,4
245,29255,?,4
246,20166,?,4
247,20168,?,4
248,20167,?,4
249,20169,?,4
250,21270,?,4
251,23666,?,4
252,24065,?,4
253,20162,?,4
254,20173,?,4
255,20165,?,4
256,20175,?,4
257,26020,?,4
258,29226,?,4
259,20015,?,4
260,25142,?,4
261,21453,?,4
262,20176,?,4
