748,赱,6,zou3,zou306
749,扫,6,sao3,sao306
750,扟,6,shen1,shen106
751,圮,6,pi3,pi306
752,圯,6,yi2,yi206
753,地,6,di4,di406
754,扡,6,chi3,chi306
755,场,6,chang3,chang306
756,扬,6,yang2,yang206
757,扨,6,cha1,cha106
758,扠,6,cha1,cha106
759,耳,6,er3,er306
760,芉,6,gan4,gan406
761,芋,6,yu4,yu406
762,芌,6,yu4,yu406
763,芏,6,du4,du406
764,芐,6,xia4,xia406
765,共,6,gong4,gong406
766,芖,6,zhi4,zhi406
767,芅,6,yi4,yi406
768,芇,6,mian2,mian206
769,芊,6,qian1,qian106
770,芃,6,peng2,peng206
771,芄,6,wan2,wan206
772,芍,6,shao2,shao206
773,芕,6,sui1,sui106
774,芨,6,ji1,ji106
775,芒,6,mang2,mang206
776,亚,6,ya4,ya406
777,芝,6,zhi1,zhi106
778,芎,6,xiong1,xiong106
779,芑,6,qi3,qi306
780,芓,6,zi3,zi306
781,芆,6,chai1,chai106
782,芗,6,xiang1,xiang106
783,朾,6,ting2,ting206
784,朽,6,xiu3,xiu306
785,朴,6,po4,po406
786,朲,6,ren2,ren206
787,朳,6,ba1,ba106
788,杁,6,zzzzzz5,zzzzzz599
789,朹,6,qiu2,qiu206
790,机,6,ji1,ji106
791,朼,6,bi3,bi306
792,朻,6,jiu1,jiu106
793,朷,6,dao1,dao106
794,朸,6,li4,li406
795,权,6,quan2,quan206
796,过,6,guo4,guo406
797,亘,6,gen4,gen406
798,臣,6,chen2,chen206
799,吏,6,li4,li406
800,再,6,zai4,zai406
801,襾,6,ya4,ya406
802,覀,6,xi1,xi106
803,朿,6,ci4,ci406
804,両,6,liang3,liang306
805,协,6,xie2,xie206
806,西,6,xi1,xi106
807,亙,6,gen4,gen406
808,攰,8,gui4,gui408
809,压,6,ya1,ya106
810,厌,6,yan4,yan406
811,厍,6,she4,she406
812,厊,6,ya3,ya306
813,戌,6,xu1,xu106
814,在,6,zai4,zai406
815,有,6,you3,you306
816,百,6,bai3,bai306
817,乭,6,shi2,shi206
818,存,6,cun2,cun206
819,而,6,er2,er206
820,页,6,ye4,ye406
821,匠,6,jiang4,jiang406
822,夸,6,kua1,kua106
823,圶,6,qia4,qia406
824,夺,6,duo2,duo206
825,夶,6,bi3,bi306
826,夵,6,yan3,yan306
827,夻,6,zzzzzz5,zzzzzz599
828,夼,6,kuang3,kuang306
829,灰,6,hui1,hui106
830,达,6,da2,da206
831,戍,6,shu4,shu406
832,匢,6,hu1,hu106
833,尥,6,liao4,liao406
834,列,6,lie4,lie406
835,死,6,si3,si306
836,成,6,cheng2,cheng206
837,匟,6,kang4,kang406
838,夹,6,jia1,jia106
839,夷,6,yi2,yi206
840,轨,6,gui3,gui306
841,邪,6,xie2,xie206
842,邨,6,cun1,cun106
843,攷,6,kao3,kao306
844,尧,6,yao2,yao206
845,划,6,hua4,hua406
846,迈,6,mai4,mai406
847,毕,6,bi4,bi406
848,至,6,zhi4,zhi406
849,瓧,6,zzzzzz5,zzzzzz599
850,邷,6,wa3,wa306
851,尗,6,shu1,shu106
852,丠,6,qiu1,qiu106
853,此,6,ci3,ci306
854,乩,6,ji1,ji106
855,贞,6,zhen1,zhen106
856,虍,6,hu1,hu106
857,师,6,shi1,shi106
858,尘,6,chen2,chen206
859,尖,6,jian1,jian106
860,劣,6,lie4,lie406
861,光,6,guang1,guang106
862,当,6,dang1,dang106
863,吁,6,yu4,yu406
864,早,6,zao3,zao306
865,旪,6,xie2,xie206
866,叿,6,hong1,hong106
867,吐,6,tu3,tu306
868,吋,6,cun4,cun406
869,吓,6,he4,he406
870,旯,6,la2,la206
871,旫,6,tiao1,tiao106
872,曳,6,ye4,ye406
873,虫,6,chong2,chong206
874,曲,6,qu3,qu306
875,团,6,tuan2,tuan206
876,団,6,tuan2,tuan206
877,吅,6,xuan1,xuan106
878,同,6,tong2,tong206
879,吕,6,lv3,lv306
880,吊,6,diao4,diao406
881,吀,6,mie1,mie106
882,吃,6,chi1,chi106
883,吒,6,zha4,zha406
884,因,6,yin1,yin106
885,吸,7,xi1,xi107
886,吖,6,a1,a106
887,吇,6,zi3,zi306
888,吔,6,ye3,ye306
889,吗,6,ma5,ma506
890,吆,6,yao1,yao106
891,屽,6,han4,han406
892,屸,6,long2,long206
893,屼,6,wu4,wu406
894,屿,6,yu3,yu306
895,屾,6,shen1,shen106
896,岀,6,chu1,chu106
897,屹,6,yi4,yi406
898,岁,6,sui4,sui406
899,岋,6,e4,e406
900,岌,6,ji2,ji206
901,帆,6,fan1,fan106
902,辿,6,chan1,chan106
903,回,6,hui2,hui206
904,屺,6,qi3,qi306
905,岂,6,qi3,qi306
906,屻,6,ren4,ren406
907,岃,6,zzzzzz5,zzzzzz599
908,则,6,ze2,ze206
909,刚,6,gang1,gang106
910,氼,6,ni4,ni406
911,网,6,wang3,wang306
912,肉,6,rou4,rou406
913,凼,6,dang4,dang406
914,囝,6,jian3,jian306
915,囡,6,nan1,nan106
916,钆,6,ga2,ga206
917,钇,6,yi3,yi306
918,年,6,nian2,nian206
919,朱,6,zhu1,zhu106
920,缶,6,fou3,fou306
921,劧,6,zhi3,zhi306
922,刏,6,ji1,ji106
923,氘,6,dao1,dao106
924,気,6,qi4,qi406
925,氖,6,nai3,nai306
