stroke_index,,num_stroke,pinyin,pinyin_tone,pinyin_tone_stroke
33038,脎,10,sa,sa4,sa410
26387,朓,10,tiao,tiao4,tiao410
33030,脆,10,cui,cui4,cui410
33026,脂,10,zhi,zhi1,zhi110
33016,胸,10,xiong,xiong1,xiong110
33006,胮,10,pang,pang1,pang110
33011,胳,10,ge,ge1,ge110
33027,脃,10,cui,cui4,cui410
33039,脏,10,zang,zang4,zang410
33040,脐,10,qi,qi2,qi210
33014,胶,10,jiao,jiao1,jiao110
33041,脑,10,nao,nao3,nao310
33010,胲,10,hai,hai3,hai310
32664,羘,10,zang,zang1,zang110
33020,胼,10,pian,pian2,pian210
26389,朕,10,zhen,zhen4,zhen410
33042,脒,10,mi,mi3,mi310
33018,胺,10,an,an4,an410
33043,脓,10,nong,nong2,nong210
33031,脇,10,xie,xie2,xie210
37102,郮,10,zzzzzz,zzzzzz5,zzzzzz599
21262,匎,10,an,an4,an410
40497,鸱,10,chi,chi1,chi110
34387,虓,10,xiao,xiao1,xiao110
29626,玺,10,xi,xi3,xi310
30494,眞,10,zhen,zhen1,zhen110
40061,鱽,10,dao,dao1,dao110
40498,鸲,10,qu,qu2,qu210
28873,烉,10,huan,huan4,huan410
36891,逛,10,guang,guang4,guang410
29438,狾,10,zhi,zhi4,zhi410
29433,狹,10,xia,xia2,xia210
29429,狵,10,mang,mang2,mang210
29428,狴,10,bi,bi4,bi410
29442,猂,10,zhi,zhi4,zhi410
29437,狽,10,bei,bei4,bei410
29432,狸,10,li,li2,li210
29431,狷,10,juan,juan4,juan410
29441,猁,10,li,li4,li410
29427,狳,10,yu,yu2,yu210
29430,狶,10,xi,xi3,xi310
29443,猃,10,xian,xian3,xian310
29434,狺,10,yin,yin2,yin210
29456,猐,10,qiang,qiang1,qiang110
36886,逖,10,ti,ti4,ti410
29440,猀,10,sha,sha1,sha110
29436,狼,10,lang,lang2,lang210
33015,胷,10,xiong,xiong1,xiong110
35289,觙,10,ji,ji2,ji210
21375,卿,10,qing,qing1,qing110
23793,峱,10,nao,nao2,nao210
29435,狻,10,suan,suan1,suan110
36898,逢,10,feng,feng2,feng210
33025,脁,10,tiao,tiao4,tiao410
26688,桀,10,jie,jie2,jie210
22814,夞,10,zzzzzz,zzzzzz5,zzzzzz599
27932,洜,10,zzzzzz,zzzzzz5,zzzzzz599
25931,敋,10,ge,ge2,ge210
40501,鸵,10,tuo,tuo2,tuo210
30041,留,10,liu,liu2,liu210
34949,袅,9,niao,niao3,niao309
30498,眢,10,yuan,yuan1,yuan110
30412,盌,10,wan,wan3,wan310
40499,鸳,10,yuan,yuan1,yuan110
30385,皱,10,zhou,zhou4,zhou410
39293,饽,10,bo,bo1,bo110
39294,饾,10,dou,dou4,dou410
33467,芻,10,chu,chu2,chu210
39295,饿,10,e,e4,e410
39296,馀,10,yu,yu2,yu210
39297,馁,10,nei,nei3,nei310
39298,馂,10,jun,4-Jun,jun410
20938,凊,10,qing,qing4,qing410
35343,訏,10,xu,xu1,xu110
35344,訐,10,jie,jie2,jie210
35340,訌,10,hong,hong2,hong210
35342,討,10,tao,tao3,tao310
35349,訕,10,shan,shan4,shan410
35350,訖,10,qi,qi4,qi410
35351,託,10,tuo,tuo1,tuo110
35347,訓,10,xun,xun4,xun410
35337,訉,10,fan,fan4,fan410
35339,訋,10,diao,diao4,diao410
35353,訙,10,xun,xun4,xun410
35375,訯,10,sa,sa3,sa310
36889,這,10,zhe,zhe4,zhe410
35338,訊,10,xun,xun4,xun410
35352,記,10,ji,ji4,ji410
35345,訑,10,yi,yi2,yi210
35346,訒,10,ren,ren4,ren410
35341,訍,10,cha,cha4,cha410
20940,凌,10,ling,ling2,ling210
20935,凇,10,song,song1,song110
20941,凍,10,dong,dong4,dong410
20932,凄,10,qi,qi1,qi110
34938,衺,10,xie,xie2,xie210
26686,栾,10,luan,luan2,luan210
25371,挛,10,luan,luan2,luan210
24651,恋,10,lian,lian4,lian410
26728,桨,10,jiang,jiang3,jiang310
27974,浆,10,jiang,jiang1,jiang110
34928,衰,10,shuai,shuai1,shuai110
24692,恴,10,de,de2,de210
30045,畝,10,mu,mu3,mu310
20933,凅,10,gu,gu4,gu410
21088,剠,10,qing,qing2,qing210
21197,勍,10,qing,qing2,qing210
34935,衷,10,zhong,zhong1,zhong110
30039,畗,10,da,da2,da210
39640,高,10,gao,gao1,gao110
20147,亳,10,bo,bo2,bo210
37101,郭,10,guo,guo1,guo110
24234,庪,10,gui,gui3,gui310
24232,庨,10,xiao,xiao1,xiao110
24109,席,10,xi,xi2,xi210
24235,庫,10,ku,ku4,ku410
24239,庯,10,bu,bu1,bu110
24238,庮,10,you,you3,you310
24236,庬,10,pang,pang2,pang210
20934,准,10,zhun,zhun3,zhun310
24233,庩,10,tu,tu2,tu210
24231,座,10,zuo,zuo4,zuo410
30151,症,10,zheng,zheng4,zheng410
30131,疳,10,gan,gan1,gan110
30134,疶,10,xie,xie4,xie410
20942,凎,10,gan,gan4,gan410
30132,疴,10,ke,ke1,ke110
30149,病,10,bing,bing4,bing410
30145,痁,10,dian,dian4,dian410
25994,斊,10,qi,qi2,qi210
30136,疸,10,dan,dan3,dan310
30141,疽,10,ju,ju1,ju110
30139,疻,10,zhi,zhi3,zhi310
30142,疾,10,ji,ji2,ji210
30148,痄,10,zha,zha4,zha410
25995,斋,10,zhai,zhai1,zhai110
30137,疹,10,zhen,zhen3,zhen310
30152,痈,10,yong,yong1,yong110
30135,疷,10,qi,qi2,qi210
30144,痀,10,ju,ju1,ju110
30140,疼,10,teng,teng2,teng210
30129,疱,10,pao,pao4,pao410
30128,疰,10,zhu,zhu4,zhu410
30147,痃,10,xuan,xuan2,xuan210
30150,痆,10,nie,nie4,nie410
30143,疿,10,fei,fei4,fei410
30146,痂,10,jia,jia1,jia110
30130,疲,10,pi,pi2,pi210
30153,痉,10,jing,jing4,jing410
34441,蚉,10,wen,wen2,wen210
21092,剤,10,ji,ji4,ji410
33034,脊,10,ji,ji3,ji310
25928,效,10,xiao,xiao4,xiao410
20936,凈,10,jing,jing4,jing410
31163,离,10,li,li2,li210
34926,衮,10,gun,gun3,gun310
32010,紊,10,wen,wen3,wen310
21776,唐,10,tang,tang2,tang210
20939,凋,10,diao,diao1,diao110
39043,颃,10,hang,hang2,hang210
26661,栥,10,zi,zi1,zi110
29943,瓷,10,ci,ci2,ci210
36164,资,10,zi,zi1,zi110
24675,恣,10,zi,zi4,zi410
20937,凉,10,liang,liang2,liang210
31449,站,10,zhan,zhan4,zhan410
31452,竜,10,long,long2,long210
21078,剖,10,pou,pou1,pou110
31454,竞,10,jing,jing4,jing410
37096,部,10,bu,bu4,bu410
21199,勏,10,bu,bu4,bu410
31451,竛,10,ling,ling2,ling210
31448,竘,10,ju,ju3,ju310
31453,竝,10,bing,bing4,bing410
31450,竚,10,zhu,zhu4,zhu410
26049,旁,10,pang,pang2,pang210
26054,旆,10,pei,pei4,pei410
26058,旊,10,fang,fang3,fang310
26052,旄,10,mao,mao2,mao210
26050,旂,10,qi,qi2,qi210
26053,旅,10,lv,lv3,lv310
26051,旃,10,zhan,zhan1,zhan110
27436,欬,10,kai,kai4,kai410
30044,畜,10,chu,chu4,chu410
29574,玆,10,zi,zi1,zi110
38403,阃,10,kun,kun3,kun310
38404,阄,10,jiu,jiu1,jiu110
35354,訚,14,yin,yin2,yin214
38405,阅,10,yue,yue4,yue410
38406,阆,10,lang,lang2,lang210
32658,羒,10,fen,fen2,fen210
32662,羖,10,gu,gu3,gu310
32670,羞,10,xiu,xiu1,xiu110
32659,羓,10,ba,ba1,ba110
32665,羙,10,gao,gao1,gao110
32660,羔,10,gao,gao1,gao110
24665,恙,10,yang,yang4,yang410
29942,瓶,10,ping,ping2,ping210
21081,剙,10,chuang,chuang4,chuang410
26698,桊,10,juan,juan4,juan410
25331,拳,10,quan,quan2,quan210
29302,牶,10,quan,quan4,quan410
21196,勌,10,juan,juan4,juan410
31887,粏,10,tai,tai4,tai410
31892,粔,10,ju,ju4,ju410
31875,粃,10,bi,bi3,bi310
31878,粆,10,sha,sha1,sha110
31885,粍,10,li,li2,li210
25929,敉,10,mi,mi3,mi310
31876,粄,10,ban,ban3,ban310
31881,粉,10,fen,fen3,fen310
31883,粋,10,cui,cui4,cui410
31877,粅,10,wu,wu4,wu410
31879,粇,10,kang,kang1,kang110
26009,料,10,liao,liao4,liao410
31888,粐,10,zzzzzz,zzzzzz5,zzzzzz599
31886,粎,10,chi,chi3,chi310
31884,粌,10,yin,yin3,yin310
31880,粈,10,rou,rou3,rou310
31889,粑,10,ba,ba1,ba110
30410,益,10,yi,yi4,yi410
20860,兼,10,jian,jian1,jian110
26388,朔,10,shuo,shuo4,shuo410
27438,欮,10,jue,jue2,jue210
37112,郸,10,dan,dan1,dan110
28882,烒,10,shi,shi4,shi410
28883,烓,10,wei,wei1,wei110
28900,烤,10,kao,kao3,kao310
28888,烘,10,hong,hong1,hong110
28897,烡,10,guang,guang1,guang110
28917,烵,10,zhuo,zhuo2,zhuo210
28894,烞,10,po,po4,po410
28892,烜,10,xuan,xuan3,xuan310
28901,烥,10,zzzzzz,zzzzzz5,zzzzzz599
28896,烠,10,hui,hui3,hui310
28902,烦,10,fan,fan2,fan210
28899,烣,10,hui,hui1,hui110
28903,烧,10,shao,shao1,shao110
28891,烛,10,zhu,zhu2,zhu210
28884,烔,10,tong,tong2,tong210
28946,焒,10,zzzzzz,zzzzzz5,zzzzzz599
28895,烟,10,yan,yan1,yan110
28877,烍,10,xian,xian3,xian310
28918,烶,10,ting,ting3,ting310
28876,烌,10,xiu,xiu1,xiu110
28923,烻,10,shan,shan1,shan110
28904,烨,10,ye,ye4,ye410
28869,烅,10,xu,xu4,xu410
28870,烆,10,xing,xing2,xing210
28880,烐,10,zhou,zhou1,zhou110
28871,烇,10,quan,quan4,quan410
28905,烩,10,hui,hui4,hui410
28890,烚,10,xia,xia2,xia210
28881,烑,10,yao,yao2,yao210
28889,烙,10,luo,luo4,luo410
28868,烄,10,jiao,jiao3,jiao310
28887,烗,10,kai,kai4,kai410
28874,烊,10,yang,yang2,yang210
28906,烪,10,zzzzzz,zzzzzz5,zzzzzz599
21089,剡,10,yan,yan3,yan310
37103,郯,10,tan,tan2,tan210
28898,烢,10,zhe,zhe4,zhe410
28908,烬,10,jin,jin4,jin410
36882,递,10,di,di4,di410
28059,涛,10,tao,tao1,tao110
28030,浾,10,cheng,cheng1,cheng110
27993,浙,10,zhe,zhe4,zhe410
28045,涍,10,xiao,xiao1,xiao110
28060,涜,10,du,du2,du210
28157,淽,10,zhi,zhi3,zhi310
28115,淓,10,fang,fang1,fang110
28061,涝,10,lao,lao4,lao410
27917,洍,10,si,si4,si410
28033,涁,10,shen,shen4,shen410
27991,浗,10,qiu,qiu2,qiu210
28001,浡,10,bo,bo2,bo210
28006,浦,10,pu,pu3,pu310
28013,浭,10,geng,geng1,geng110
28049,涑,10,su,su4,su410
28015,浯,10,wu,wu2,wu210
28002,浢,10,dou,dou4,dou410
37202,酒,10,jiu,jiu3,jiu310
28017,浱,10,chun,chun2,chun210
28025,浹,10,jia,jia2,jia210
27997,浝,10,mang,mang2,mang210
28062,涞,10,lai,lai2,lai210
28063,涟,10,lian,lian2,lian210
28019,浳,10,yi,yi4,yi410
28039,涇,10,jing,jing1,jing110
28041,涉,10,she,she4,she410
36900,逤,10,suo,suo4,suo410
23057,娑,10,suo,suo1,suo110
28040,消,10,xiao,xiao1,xiao110
28038,涆,10,han,han4,han410
28007,浧,10,ying,ying3,ying310
28037,涅,10,nie,nie4,nie410
27926,洖,10,wu,wu2,wu210
28031,浿,10,pei,pei4,pei410
28032,涀,10,xian,xian4,xian410
28012,浬,10,li,li3,li310
28064,涠,10,wei,wei2,wei210
28036,涄,10,pin,pin1,pin110
27998,浞,10,zhuo,zhuo2,zhuo210
28035,涃,10,kun,kun4,kun410
28051,涓,10,juan,juan1,juan110
28065,涡,10,wo,wo1,wo110
28066,涢,10,yun,yun2,yun210
28005,浥,10,yi,yi4,yi410
28052,涔,10,cen,cen2,cen210
28027,浻,10,weng,weng3,weng310
28009,浩,10,hao,hao4,hao410
28048,涐,10,e,e2,e210
28016,浰,10,li,li4,li410
28023,海,10,hai,hai3,hai310
27996,浜,10,bang,bang1,bang110
27999,浟,10,you,you2,you210
28054,涖,10,li,li4,li410
22461,垽,10,yin,yin4,yin410
23806,峾,10,yin,yin1,yin110
28034,涂,10,tu,tu2,tu210
28000,浠,10,xi,xi1,xi110
28055,涗,10,shui,shui4,shui410
28020,浴,10,yu,yu4,yu410
27990,浖,10,lie,lie4,lie410
28014,浮,10,fu,fu2,fu210
28029,浽,10,sui,sui1,sui110
27995,浛,10,han,han2,han210
28067,涣,10,huan,huan4,huan410
28028,浼,10,mei,mei3,mei310
28018,浲,10,feng,feng2,feng210
28068,涤,10,di,di2,di210
28021,浵,10,tong,tong2,tong210
28069,涥,10,zzzzzz,zzzzzz5,zzzzzz599
27969,流,10,liu,liu2,liu210
28070,润,10,run,run4,run410
28071,涧,10,jian,jian4,jian410
28058,涚,10,shui,shui4,shui410
28053,涕,10,ti,ti4,ti410
28026,浺,10,chong,chong1,chong110
28003,浣,10,huan,huan4,huan410
28008,浨,10,lan,lan3,lan310
28043,涋,10,tu,tu1,tu110
28004,浤,10,hong,hong2,hong210
28022,浶,10,lao,lao2,lao210
28010,浪,10,lang,lang4,lang410
28057,涙,10,lei,lei4,lei410
28011,浫,10,han,han3,han310
28050,涒,10,tun,tun1,tun110
28024,浸,10,jin,jin4,jin410
27992,浘,10,wei,wei3,wei310
28072,涨,10,zhang,zhang3,zhang310
28907,烫,10,tang,tang4,tang410
28073,涩,10,se,se4,se410
28042,涊,10,nian,nian3,nian310
28044,涌,10,yong,yong3,yong310
28056,涘,10,si,si4,si410
27994,浚,10,jun,4-Jun,jun410
24712,悈,10,jie,jie4,jie410
24726,悖,10,bei,bei4,bei410
24721,悑,10,bu,bu4,bu410
24730,悚,10,song,song3,song310
24735,悟,10,wu,wu4,wu410
24719,悏,10,qie,qie4,qie410
24706,悂,10,mang,mang2,mang210
24749,悭,10,qian,qian1,qian110
24708,悄,10,qiao,qiao3,qiao310
24717,悍,10,han,han4,han410
24732,悜,10,cheng,cheng3,cheng310
24750,悮,10,wu,wu4,wu410
24723,悓,10,qian,qian4,qian410
24733,悝,10,kui,kui1,kui110
24707,悃,10,kun,kun3,kun310
24705,悁,10,juan,juan4,juan410
24734,悞,10,wu,wu4,wu410
24722,悒,10,yi,yi4,yi410
24718,悎,10,hao,hao4,hao410
24743,悧,10,li,li4,li410
24724,悔,10,hui,hui3,hui310
24711,悇,10,yu,yu4,yu410
24725,悕,10,xi,xi1,xi110
24709,悅,10,yue,yue4,yue410
24727,悗,10,man,man2,man210
24729,悙,10,heng,heng1,heng110
24715,悋,10,lin,lin4,lin410
24751,悯,10,min,min3,min310
24742,悦,10,yue,yue4,yue410
24716,悌,10,ti,ti4,ti410
24745,悩,10,nao,nao3,nao310
24738,悢,10,liang,liang4,liang410
24704,悀,10,yong,yong3,yong310
24731,悛,10,quan,quan1,quan110
25369,挙,10,ju,ju3,ju310
40500,鸴,10,xue,xue2,xue210
23475,害,10,hai,hai4,hai410
23484,宼,10,kou,kou4,kou410
23471,宯,10,xiao,xiao1,xiao110
23485,宽,10,kuan,kuan1,kuan110
23463,宧,10,yi,yi2,yi210
23480,宸,10,chen,chen2,chen210
23478,家,10,jia,jia1,jia110
23477,宵,10,xiao,xiao1,xiao110
23474,宲,10,bao,bao3,bao310
23482,宺,10,huang,huang3,huang310
23476,宴,10,yan,yan4,yan410
23470,宮,10,gong,gong1,gong110
23486,宾,10,bin,bin1,bin110
23473,宱,10,zha,zha1,zha110
31373,窍,10,qiao,qiao4,qiao410
31369,窉,10,bing,bing3,bing310
31365,窅,10,yao,yao3,yao310
31364,窄,10,zhai,zhai3,zhai310
23479,宷,10,shen,shen3,shen310
31370,窊,10,yu,yu3,yu310
23481,容,10,rong,rong2,rong210
31372,窌,10,jiao,jiao4,jiao410
31374,窎,10,diao,diao4,diao410
31367,窇,10,bao,bao2,bao210
31371,窋,10,zhu,zhu2,zhu210
31368,窈,10,yao,yao3,yao310
21084,剜,10,wan,wan1,wan110
23472,宰,10,zai,zai3,zai310
23469,宭,10,qun,qun2,qun210
26696,案,10,an,an4,an410
23483,宻,10,mi,mi4,mi410
35831,请,10,qing,qing3,qing310
20902,冦,10,kou,kou4,kou410
20897,冡,10,meng,meng2,meng210
26391,朗,10,lang,lang3,lang310
27444,欴,10,lang,lang2,lang210
35832,诸,10,zhu,zhu1,zhu110
20899,冣,10,zui,zui4,zui410
35833,诹,10,zou,zou1,zou110
35834,诺,10,nuo,nuo4,nuo410
20903,冧,10,zzzzzz,zzzzzz5,zzzzzz599
35835,读,10,du,du2,du210
25156,扄,10,shang,shang3,shang310
25157,扅,10,yi,yi2,yi210
25158,扆,10,yi,yi3,yi310
32897,肁,10,zhao,zhao4,zhao410
20898,冢,10,zhong,zhong3,zhong310
35836,诼,10,zhuo,zhuo2,zhuo210
25159,扇,10,shan,shan4,shan410
35837,诽,10,fei,fei3,fei310
34972,袜,10,wa,wa4,wa410
34986,袪,10,qu,qu1,qu110
34979,袣,10,yi,yi4,yi410
34964,袔,10,he,he4,he410
34959,袏,10,zuo,zuo4,zuo410
34981,袥,10,zzzzzz,zzzzzz5,zzzzzz599
34970,袚,10,bo,bo1,bo110
34985,袩,10,chan,chan1,chan110
34962,袒,10,tan,tan3,tan310
34963,袓,10,ju,ju3,ju310
34966,袖,10,xiu,xiu4,xiu410
34977,袡,10,ran,ran2,ran210
34975,袟,10,zhi,zhi4,zhi410
34990,袮,10,zzzzzz,zzzzzz5,zzzzzz599
34968,袘,10,yi,yi2,yi210
34973,袝,10,fu,fu4,fu410
34969,袙,10,pa,pa4,pa410
34967,袗,10,zhen,zhen3,zhen310
34954,袊,10,ling,ling3,ling310
34971,袛,10,di,di1,di110
34983,袧,10,kou,kou1,kou110
34957,袍,10,pao,pao2,pao210
34984,袨,10,xuan,xuan4,xuan410
34978,袢,10,pan,pan4,pan410
34965,袕,10,xue,xue4,xue410
34953,袉,10,tuo,tuo2,tuo210
34960,袐,10,bi,bi4,bi410
34982,袦,10,na,na4,na410
34961,袑,10,shao,shao4,shao410
34987,被,10,bei,bei4,bei410
34991,袯,10,bo,bo2,bo210
34958,袎,10,yao,yao4,yao410
31086,祮,10,gao,gao4,gao410
31084,祬,10,zhi,zhi1,zhi110
31087,祯,10,zhen,zhen1,zhen110
31081,祩,10,zhu,zhu1,zhu110
31075,祣,10,lv,lv3,lv310
31083,祫,10,xia,xia2,xia210
31079,祧,10,tiao,tiao1,tiao110
31082,祪,10,gui,gui3,gui310
31077,祥,10,xiang,xiang2,xiang210
31076,祤,10,yu,yu3,yu310
35838,课,10,ke,ke4,ke410
20901,冥,10,ming,ming2,ming210
35839,诿,10,wei,wei3,wei310
35840,谀,10,yu,yu2,yu210
35841,谁,10,shei,shei2,shei210
38586,隺,10,he,he4,he410
35842,谂,10,shen,shen3,shen310
35843,调,10,diao,diao4,diao410
20900,冤,10,yuan,yuan1,yuan110
35844,谄,10,chan,chan3,chan310
35845,谅,10,liang,liang4,liang410
35846,谆,10,zhun,zhun1,zhun110
35847,谇,10,sui,sui4,sui410
35848,谈,10,tan,tan2,tan210
35850,谊,10,yi,yi4,yi410
35849,谉,10,shen,shen3,shen310
26360,書,10,shu,shu1,shu110
21093,剥,10,bo,bo1,bo110
24108,帬,10,qun,qun2,qun210
24691,恳,10,ken,ken3,ken310
22578,堲,10,ji,ji2,ji210
21470,叞,10,yu,yu4,yu410
23637,展,10,zhan,zhan3,zhan310
21095,剧,10,ju,ju4,ju410
23634,屒,10,chen,chen2,chen210
23633,屑,10,xie,xie4,xie410
23635,屓,10,xi,xi4,xi410
23639,屗,10,zzzzzz,zzzzzz5,zzzzzz599
23640,屘,10,man,man3,man310
23632,屐,10,ji,ji1,ji110
23638,屖,10,xi,xi1,xi110
23641,屙,10,e,e1,e110
24364,弬,9,yi,yi2,yi209
24371,弳,10,jing,jing4,jing410
24368,弰,10,shao,shao1,shao110
24370,弲,10,xuan,xuan1,xuan110
24369,弱,10,ruo,ruo4,ruo410
38490,陚,10,fu,fu4,fu410
38524,陼,10,zhu,zhu3,zhu310
38520,陸,10,lu,lu4,lu410
38517,陵,10,ling,ling2,ling210
38508,陬,10,zou,zou1,zou110
23405,孭,10,mie,mie1,mie110
38515,陳,10,chen,chen2,chen210
23103,娿,10,e,e1,e110
21200,勐,10,meng,meng3,meng310
24329,弉,10,zang,zang4,zang410
22872,奘,10,zhuang,zhuang3,zhuang310
23076,娤,10,zhuang,zhuang1,zhuang110
38509,陭,10,yi,yi1,yi110
30093,疍,10,dan,dan4,dan410
29250,牂,10,zang,zang1,zang110
23403,孫,10,sun,sun1,sun110
38507,陫,10,pei,pei2,pei210
34473,蚩,10,chi,chi1,chi110
31071,祟,10,sui,sui4,sui410
38514,陲,10,chui,chui2,chui210
38521,陹,10,zzzzzz,zzzzzz5,zzzzzz599
38510,陮,10,dui,dui4,dui410
38516,陴,10,pi,pi2,pi210
38511,陯,10,lun,lun2,lun210
38522,険,10,xian,xian3,xian310
38512,陰,10,yin,yin1,yin110
38518,陶,10,tao,tao2,tao210
38519,陷,10,xian,xian4,xian410
38513,陱,10,ju,ju2,ju210
38506,陪,10,pei,pei2,pei210
33024,脀,10,cheng,cheng2,cheng210
28893,烝,10,zheng,zheng1,zheng110
23073,娡,10,zhi,zhi4,zhi410
23154,婲,10,zzzzzz,zzzzzz5,zzzzzz599
23020,姬,10,ji,ji1,ji110
23060,娔,10,ke,ke4,ke410
23061,娕,10,lai,lai4,lai410
23082,娪,10,wu,wu2,wu210
23072,娠,10,shen,shen1,shen110
23069,娝,10,pei,pei1,pei110
23055,娏,10,mang,mang2,mang210
23065,娙,10,keng,keng1,keng110
23051,娋,10,shao,shao4,shao410
23080,娨,10,xian,xian4,xian410
23089,娱,10,yu,yu2,yu210
23050,娊,10,xian,xian4,xian410
23052,娌,10,li,li3,li310
26695,桇,10,ru,ru2,ru210
23049,娉,10,ping,ping1,ping110
23062,娖,10,chuo,chuo4,chuo410
23066,娚,10,nan,nan2,nan210
23071,娟,10,juan,juan1,juan110
23090,娲,10,wa,wa1,wa110
25360,挐,10,ru,ru2,ru210
24661,恕,10,shu,shu4,shu410
23067,娛,10,yu,yu2,yu210
23087,娯,10,yu,yu2,yu210
23077,娥,10,e,e2,e210
23091,娳,10,li,li4,li410
23058,娒,10,mu,mu3,mu310
23078,娦,10,pin,pin2,pin210
23056,娐,10,zzzzzz,zzzzzz5,zzzzzz599
23070,娞,10,sui,sui1,sui110
23074,娢,10,han,han2,han210
23081,娩,10,mian,mian3,mian310
23086,娮,10,yan,yan2,yan210
23092,娴,10,xian,xian2,xian210
23079,娧,10,tui,tui4,tui410
23075,娣,10,di,di4,di410
23064,娘,10,niang,niang2,niang210
23059,娓,10,wei,wei3,wei310
23104,婀,10,e,e1,e110
24655,恏,10,hao,hao3,hao310
30766,砮,10,nu,nu3,nu310
23085,娭,10,xi,xi1,xi110
21759,哿,10,ge,ge3,ge310
30384,皰,10,pao,pao4,pao410
33029,脅,10,xie,xie2,xie210
33035,脋,10,xie,xie2,xie210
22873,奙,10,ben,ben3,ben310
30042,畚,10,ben,ben3,ben310
32708,翄,10,chi,chi4,chi410
32704,翀,10,chong,chong2,chong210
27619,毣,10,mu,mu4,mu410
32706,翂,10,fen,fen1,fen110
32710,翆,10,cui,cui2,cui210
36890,通,10,tong,tong1,tong110
33021,能,10,neng,neng2,neng210
22277,圅,10,han,han2,han210
36888,逘,10,yi,yi3,yi310
38590,难,10,nan,nan2,nan210
36897,逡,10,qun,qun1,qun110
39044,预,10,yu,yu4,yu410
30685,矝,10,lin,lin2,lin210
21209,務,10,wu,wu4,wu410
26010,斚,10,jia,jia3,jia310
26705,桑,10,sang,sang1,sang110
21087,剟,10,duo,duo1,duo110
32480,绠,10,geng,geng3,geng310
39562,骊,10,li,li2,li210
21085,剝,10,bo,bo1,bo110
32481,绡,10,xiao,xiao1,xiao110
39563,骋,10,cheng,cheng3,cheng310
32482,绢,10,juan,juan4,juan410
32483,绣,10,xiu,xiu4,xiu410
39564,验,10,yan,yan4,yan410
32484,绤,10,xi,xi4,xi410
32485,绥,10,sui,sui2,sui210
32486,绦,10,tao,tao1,tao110
39565,骍,10,xing,xing1,xing110
32487,继,10,ji,ji4,ji410
32488,绨,10,ti,ti2,ti210
39566,骎,10,qin,qin1,qin110
39567,骏,10,jun,4-Jun,jun410
37111,郷,10,xiang,xiang1,xiang110
32028,紜,10,yun,yun2,yun210
32017,紑,10,fou,fou2,fou210
32014,紎,10,zi,zi1,zi110
32012,紌,10,qiu,qiu2,qiu210
32024,紘,10,hong,hong2,hong210
32020,純,10,chun,chun2,chun210
32021,紕,10,pi,pi2,pi210
32023,紗,10,sha,sha1,sha110
32013,納,10,na,na4,na410
32029,紝,10,ren,ren2,ren210
32036,紤,10,jiu,jiu3,jiu310
32018,紒,10,jie,jie4,jie410
32031,紟,10,jin,jin1,jin110
32027,紛,10,fen,fen1,fen110
32035,紣,10,cui,cui4,cui410
32025,紙,10,zhi,zhi3,zhi310
32011,紋,10,wen,wen2,wen210
32033,紡,10,fang,fang3,fang310
32015,紏,10,tou,tou3,tou310
32030,紞,10,dan,dan3,dan310
32022,紖,10,yin,yin3,yin310
32016,紐,10,niu,niu3,niu310
32038,紦,10,ba,ba1,ba110
32019,紓,10,shu,shu1,shu110
37013,邕,10,yong,yong1,yong110
40502,鸶,10,si,si1,si110
24407,彗,11,hui,hui4,hui411
21096,剨,11,huo,huo4,huo411
32797,耝,11,qu,qu4,qu411
32796,耜,11,si,si4,si411
32798,耞,11,jia,jia1,jia111
32794,耚,11,pi,pi1,pi111
32795,耛,11,chi,chi2,chi211
28952,焘,11,dao,dao4,dao411
37035,邫,11,bang,bang1,bang111
33282,舂,11,chong,chong1,chong111
29710,琎,11,jin,jin1,jin111
29699,球,11,qiu,qiu2,qiu211
29688,珸,11,wu,wu2,wu211
29711,琏,11,lian,lian3,lian311
29713,琑,11,suo,suo3,suo311
29712,琐,11,suo,suo3,suo311
29685,珵,11,cheng,cheng2,cheng211
29692,珼,11,bei,bei4,bei411
36012,責,11,ze,ze2,ze211
29694,現,11,xian,xian4,xian411
29702,理,11,li,li3,li311
29695,珿,11,chuo,chuo4,chuo411
29700,琄,11,quan,quan3,quan311
29708,琌,11,ling,ling2,ling211
29684,珴,11,e,e2,e211
29709,琍,11,li,li4,li411
29703,琇,11,xiu,xiu4,xiu411
29697,琁,11,xuan,xuan2,xuan211
29691,珻,11,mei,mei2,mei211
29707,琋,11,xi,xi1,xi111
29704,琈,11,fu,fu2,fu211
29696,琀,11,han,han2,han211
29714,琒,11,zzzzzz,zzzzzz5,zzzzzz599
40632,麸,11,fu,fu1,fu111
29698,琂,11,yan,yan2,yan211
29683,珳,11,wen,wen2,wen211
29705,琉,11,liu,liu2,liu211
29751,琷,11,qiang,qiang1,qiang111
29686,珶,11,ti,ti2,ti211
29715,琓,11,wan,wan2,wan211
29701,琅,11,lang,lang2,lang211
29690,珺,11,jun,4-Jun,jun411
21293,匭,11,gui,gui3,gui311
36014,貮,11,er,er4,er411
35215,規,11,gui,gui1,gui111
22514,埲,11,beng,beng3,beng311
25447,捧,11,peng,peng3,peng311
22501,埥,11,cheng,cheng1,cheng111
25477,掅,11,qing,qing4,qing411
25517,掭,11,tian,tian4,tian411
29946,瓺,11,chang,chang2,chang211
38266,镺,12,ao,ao3,ao312
25473,掁,11,cheng,cheng2,cheng211
25499,掛,11,gua,gua4,gua411
22581,堵,11,du,du3,du311
