stroke_index,,num_stroke,pinyin,pinyin_tone,pinyin_tone_stroke
38411,阋,11,xi,xi4,xi411
38412,阌,11,wen,wen2,wen211
38413,阍,11,hun,hun1,hun111
38414,阎,11,yan,yan2,yan211
38415,阏,11,yan,yan1,yan111
38416,阐,11,chan,chan3,chan311
30528,着,11,zhe,zhe5,zhe511
32666,羚,11,ling,ling2,ling211
32669,羝,11,di,di1,di111
32668,羜,11,zhu,zhu4,zhu411
32671,羟,11,qiang,qiang3,qiang311
30422,盖,11,gai,gai4,gai411
32661,羕,11,yang,yang4,yang411
32667,羛,11,yi,yi4,yi411
30519,眷,11,juan,juan4,juan411
31894,粖,11,mo,mo4,mo411
31891,粓,11,gan,gan1,gan111
31901,粝,11,li,li4,li411
31896,粘,11,zhan,zhan1,zhan111
31895,粗,11,cu,cu1,cu111
30056,畨,11,pan,pan1,pan111
31897,粙,11,zhou,zhou4,zhou411
31898,粚,11,li,li2,li211
31893,粕,11,po,po4,po411
31907,粣,11,ce,ce4,ce411
31890,粒,11,li,li4,li411
26029,断,11,duan,duan4,duan411
21098,剪,11,jian,jian3,jian311
20861,兽,11,shou,shou4,shou411
26365,曽,11,ceng,ceng2,ceng211
25946,敚,11,duo,duo2,duo211
25949,敝,11,bi,bi4,bi411
28931,焃,11,lang,lang3,lang311
28971,焫,11,cui,cui4,cui411
28915,烳,11,pu,pu3,pu311
28944,焐,11,wu,wu4,wu411
28924,烼,11,hu,hu1,hu111
28916,烴,11,jing,jing3,jing311
28935,焇,11,xiao,xiao1,xiao111
28938,焊,11,han,han4,han411
28945,焑,11,zzzzzz,zzzzzz5,zzzzzz599
28934,焆,11,jue,jue2,jue211
28913,烱,11,jiong,jiong3,jiong311
28933,焅,11,xun,xun1,xun111
28920,烸,11,hai,hai3,hai311
28911,烯,11,xi,xi1,xi111
28928,焀,11,hu,hu2,hu211
28912,烰,11,fu,fu2,fu211
28947,焓,11,han,han2,han211
28948,焔,11,yan,yan4,yan411
28949,焕,11,huan,huan4,huan411
28925,烽,11,feng,feng1,feng111
28927,烿,11,rong,rong2,rong211
28950,焖,11,men,men4,men411
28926,烾,11,chi,chi4,chi411
28941,焍,11,di,di4,di411
28919,烷,11,wan,wan2,wan211
28922,烺,11,lang,lang3,lang311
28951,焗,11,ju,ju2,ju211
28940,焌,11,qu,qu1,qu111
28110,淎,11,peng,peng3,peng311
28165,清,11,qing,qing1,qing111
28152,淸,11,qing,qing1,qing111
28173,渍,11,zi,zi4,zi411
30419,盓,11,yu,yu1,yu111
28155,添,11,tian,tian1,tian111
28081,涱,11,zhang,zhang4,zhang411
28186,渚,11,zhu,zhu3,zhu311
28117,淕,11,lu,lu4,lu411
28137,淩,11,ling,ling2,ling211
40511,鸿,11,hong,hong2,hong211
28076,涬,11,xing,xing4,xing411
28103,淇,11,qi,qi2,qi211
28206,渮,11,ge,ge1,ge111
28163,渃,11,re,re4,re411
28213,渵,11,mao,mao2,mao211
28214,渶,11,ying,ying1,ying111
28116,淔,11,chi,chi4,chi411
28107,淋,11,lin,lin2,lin211
28101,淅,11,xi,xi1,xi111
28150,淶,11,lai,lai2,lai211
28126,淞,11,song,song1,song111
28087,涷,11,dong,dong1,dong111
28130,淢,11,yu,yu4,yu411
28174,渎,11,du,du2,du211
28079,涯,11,ya,ya2,ya211
28160,渀,11,ben,ben1,ben111
28175,渏,11,zzzzzz,zzzzzz5,zzzzzz599
28153,淹,11,yan,yan1,yan111
28095,涿,11,zhuo,zhuo1,zhuo111
28114,淒,11,qi,qi1,qi111
28192,渠,11,qu,qu2,qu211
28176,渐,11,jian,jian4,jian411
28154,淺,11,qian,qian3,qian311
28164,渄,11,fei,fei1,fei111
28113,淑,11,shu,shu1,shu111
28169,渉,11,she,she4,she411
28171,渋,11,se,se4,se411
28118,淖,11,nao,nao4,nao411
28146,淲,11,piao,piao2,piao211
26732,桬,11,suo,suo1,suo111
25394,挲,11,suo,suo1,suo111
28108,淌,11,tang,tang3,tang311
28098,淂,11,de,de2,de211
28111,淏,11,hao,hao4,hao411
28105,淉,11,guo,guo3,guo311
28151,混,11,hun,hun4,hun411
28112,淐,11,chang,chang1,chang111
28167,渇,11,ke,ke3,ke311
28162,渂,11,wen,wen4,wen411
28128,淠,11,pi,pi4,pi411
28127,淟,11,tian,tian3,tian311
28088,涸,11,he,he2,he211
28177,渑,11,mian,mian3,mian311
28094,涾,11,ta,ta4,ta411
28161,渁,11,yuan,yuan1,yuan111
28198,渦,11,wo,wo1,wo111
28123,淛,11,zhi,zhi4,zhi411
28086,涶,11,tuo,tuo1,tuo111
28089,涹,11,wo,wo1,wo111
28131,淣,11,ni,ni2,ni211
28142,淮,11,huai,huai2,huai211
28159,淿,11,mi,mi4,mi411
28178,渒,11,pi,pi4,pi411
28091,涻,11,gan,gan4,gan411
28134,淦,11,gan,gan4,gan411
28138,淪,11,lun,lun2,lun211
28102,淆,11,xiao,xiao2,xiao211
28170,渊,11,yuan,yuan1,yuan111
28179,渓,11,xi,xi1,xi111
28139,淫,11,yin,yin2,yin211
28077,涭,11,shou,shou4,shou411
28136,淨,11,jing,jing4,jing411
28144,淰,11,nian,nian4,nian411
28124,淜,11,peng,peng2,peng211
28125,淝,11,fei,fei2,fei211
28109,淍,11,zhou,zhou1,zhou111
28093,涽,11,hun,hun1,hun111
28180,渔,11,yu,yu2,yu211
28120,淘,11,tao,tao2,tao211
28106,淊,11,han,han4,han411
28148,淴,11,hu,hu1,hu111
30421,盕,11,fan,fan4,fan411
28119,淗,11,ju,ju2,ju211
28092,涼,11,liang,liang2,liang211
28147,淳,11,chun,chun2,chun211
28082,液,11,ye,ye4,ye411
28168,済,11,ji,ji4,ji411
28140,淬,11,cui,cui4,cui411
28074,涪,11,fu,fu2,fu211
28097,淁,11,qie,qie4,qie411
28132,淤,11,yu,yu1,yu111
28143,淯,11,yu,yu4,yu411
28166,渆,11,yuan,yuan1,yuan111
28181,渕,11,yuan,yuan1,yuan111
28099,淃,11,juan,juan4,juan411
28276,湴,11,ban,ban4,ban411
28129,淡,11,dan,dan4,dan411
28121,淙,11,cong,cong2,cong211
28096,淀,11,dian,dian4,dian411
28182,渖,11,shen,shen3,shen311
28075,涫,11,guan,guan4,guan411
28083,涳,11,kong,kong1,kong111
28084,涴,11,wan,wan3,wan311
28135,淧,11,mi,mi4,mi411
28141,淭,11,qu,qu2,qu211
28122,淚,11,lei,lei4,lei411
28145,深,11,shen,shen1,shen111
28245,湕,11,jian,jian3,jian311
28172,渌,11,lu,lu4,lu411
28090,涺,11,ju,ju1,ju111
28078,涮,11,shuan,shuan4,shuan411
22527,埿,11,ni,ni2,ni211
28104,淈,11,gu,gu3,gu311
28085,涵,11,han,han2,han211
23110,婆,11,po,po2,po211
26753,梁,11,liang,liang2,liang211
28183,渗,11,shen,shen4,shen411
28080,涰,11,chuo,chuo4,chuo411
28133,淥,11,lu,lu4,lu411
28100,淄,11,zi,zi1,zi111
24773,情,11,qing,qing2,qing211
24767,悿,11,tian,tian3,tian311
24812,惬,11,qie,qie4,qie411
24757,悵,11,chang,chang4,chang411
24763,悻,11,xing,xing4,xing411
24796,惜,11,xi,xi1,xi111
24869,愥,11,zzzzzz,zzzzzz5,zzzzzz599
24783,惏,11,lin,lin2,lin211
24784,惐,11,yu,yu4,yu411
24765,悽,11,qi,qi1,qi111
24813,惭,11,can,can2,can211
24753,悱,11,fei,fei3,fei311
24764,悼,11,dao,dao4,dao411
24797,惝,11,chang,chang3,chang311
24807,惧,11,ju,ju4,ju411
24776,惈,11,guo,guo3,guo311
24771,惃,11,kun,kun1,kun111
24789,惕,11,ti,ti4,ti411
24792,惘,11,wang,wang3,wang311
24760,悸,11,ji,ji4,ji411
24799,惟,11,wei,wei2,wei211
24798,惞,11,xin,xin1,xin111
24781,惍,11,jin,jin1,jin111
24768,惀,11,lun,lun2,lun211
24791,惗,11,nie,nie1,nie111
24774,惆,11,chou,chou2,chou211
24795,惛,11,hun,hun1,hun111
24770,惂,11,kan,kan3,kan311
24794,惚,11,hu,hu1,hu111
24778,惊,11,jing,jing1,jing111
24775,惇,11,dun,dun1,dun111
24806,惦,11,dian,dian4,dian411
24756,悴,11,cui,cui4,cui411
24787,惓,11,quan,quan1,quan111
24814,惮,11,dan,dan4,dan411
24788,惔,11,yan,yan3,yan311
24752,悰,11,cong,cong2,cong211
24762,悺,11,guan,guan4,guan411
24766,悾,11,kong,kong1,kong111
24779,惋,11,wan,wan3,wan311
24759,悷,11,li,li4,li411
24804,惤,11,jian,jian1,jian111
24808,惨,11,can,can3,can311
24793,惙,11,chuo,chuo4,chuo411
24815,惯,11,guan,guan4,guan411
24035,巣,11,chao,chao2,chao211
34509,蛍,11,ying,ying2,ying211
21942,営,12,ying,ying2,ying212
23496,寈,11,qing,qing1,qing111
23816,崈,11,chong,chong2,chong211
23495,寇,11,kou,kou4,kou411
23493,寅,11,yin,yin2,yin211
23492,寄,11,ji,ji4,ji411
23489,寁,11,zan,zan3,zan311
23490,寂,11,ji,ji4,ji411
36909,逭,11,huan,huan4,huan411
23487,宿,11,su,su4,su411
23497,寉,11,he,he4,he411
31376,窐,11,gui,gui1,gui111
31386,窚,11,cheng,cheng2,cheng211
31378,窒,11,zhi,zhi4,zhi411
31377,窑,11,yao,yao2,yao211
31381,窕,11,tiao,tiao3,tiao311
31380,窔,11,yao,yao3,yao311
23488,寀,11,cai,cai3,cai311
31375,窏,11,wu,wu1,wu111
26789,梥,10,song,song1,song110
31379,窓,11,chuan,chuan1,chuan111
23491,寃,11,yuan,yuan1,yuan111
23494,密,11,mi,mi4,mi411
35851,谋,11,mou,mou2,mou211
35852,谌,11,chen,chen2,chen211
35853,谍,11,die,die2,die211
35854,谎,11,huang,huang3,huang311
37126,鄆,11,yun,yun4,yun411
20904,冨,11,fu,fu4,fu411
35855,谏,11,jian,jian4,jian411
21844,啔,11,qi,qi3,qi311
21855,啟,11,qi,qi3,qi311
25160,扈,11,hu,hu4,hu411
21843,啓,11,qi,qi3,qi311
28936,焈,11,xi,xi1,xi111
30386,皲,11,jun,1-Jun,jun111
35856,谐,11,xie,xie2,xie211
35857,谑,11,xue,xue4,xue411
35007,袿,11,gui,gui1,gui111
35002,袺,11,jie,jie2,jie211
35001,袹,11,mo,mo4,mo411
35000,袸,11,cun,cun2,cun211
35003,袻,11,er,er2,er211
34996,袴,11,ku,ku4,ku411
35011,裃,11,zzzzzz,zzzzzz5,zzzzzz599
35014,裆,11,dang,dang1,dang111
35008,裀,11,yin,yin1,yin111
35006,袾,11,zhu,zhu1,zhu111
34993,袱,11,fu,fu2,fu211
34997,袵,11,ren,ren4,ren411
35015,裇,11,zzzzzz,zzzzzz5,zzzzzz599
35012,裄,11,zzzzzz,zzzzzz5,zzzzzz599
34999,袷,11,jia,jia2,jia211
34998,袶,11,jiang,jiang4,jiang411
35004,袼,11,ge,ge1,ge111
34995,袳,11,chi,chi3,chi311
35016,裈,11,kun,kun1,kun111
35017,裉,11,ken,ken4,ken411
35005,袽,11,ru,ru2,ru211
31095,祷,11,dao,dao3,dao311
31092,祴,11,gai,gai1,gai111
31091,祳,11,zhen,zhen3,zhen311
31078,祦,11,wu,wu2,wu211
35222,視,11,shi,shi4,shi411
31093,祵,11,kun,kun3,kun311
31096,祸,11,huo,huo4,huo411
31088,祰,11,gao,gao4,gao411
31089,祱,11,shui,shui4,shui411
31094,祶,11,di,di4,di411
31090,祲,11,jin,jin4,jin411
35858,谒,11,ye,ye4,ye411
35859,谓,11,wei,wei4,wei411
35860,谔,11,e,e4,e411
35861,谕,11,yu,yu4,yu411
35862,谖,11,xuan,xuan1,xuan111
35863,谗,11,chan,chan2,chan211
35864,谘,11,zi,zi1,zi111
35865,谙,11,an,an1,an111
35866,谚,11,yan,yan4,yan411
35867,谛,11,di,di4,di411
35868,谜,11,mi,mi2,mi211
35869,谝,11,pian,pian3,pian311
35870,谞,11,xu,xu3,xu311
26205,晝,10,zhou,zhou4,zhou410
31899,粛,11,su,su4,su411
36910,逮,11,dai,dai4,dai411
36911,逯,11,lu,lu4,lu411
28932,焄,11,xun,xun1,xun111
25954,敢,11,gan,gan3,gan311
23561,尉,11,wei,wei4,wei411
23648,屠,11,tu,tu2,tu211
23642,屚,11,lou,lou4,lou411
21101,剭,11,wu,wu1,wu111
23645,屝,11,fei,fei4,fei411
23643,屛,11,ping,ping2,ping211
23644,屜,11,ti,ti4,ti411
24373,張,11,zhang,zhang1,zhang111
33396,艴,11,fu,fu2,fu211
24376,弸,11,beng,beng1,beng111
24374,弶,11,jiang,jiang4,jiang411
24372,弴,11,diao,diao1,diao111
23153,婱,11,xian,xian2,xian211
24377,弹,11,dan,dan4,dan411
24375,強,11,qiang,qiang2,qiang211
23410,孲,11,ya,ya1,ya111
38527,陿,11,shan,shan3,shan311
37116,郼,11,yi,yi1,yi111
38529,隁,11,yan,yan4,yan411
38523,陻,11,yin,yin1,yin111
38539,隋,11,sui,sui2,sui211
28939,焋,11,zhuang,zhuang4,zhuang411
38535,隇,11,wei,wei1,wei111
22549,堕,11,duo,duo4,duo411
37119,郿,11,mei,mei2,mei211
38543,随,11,sui,sui2,sui211
38526,陾,11,reng,reng2,reng211
23559,將,10,jiang,jiang1,jiang110
34507,蛋,11,dan,dan4,dan411
23406,孮,11,cong,cong2,cong211
38542,階,11,jie,jie1,jie111
38532,隄,11,ti,ti2,ti211
38525,陽,11,yang,yang2,yang211
38533,隅,11,yu,yu2,yu211
38536,隈,11,wei,wei1,wei111
28943,焏,11,qi,qi4,qi411
31900,粜,11,tiao,tiao4,tiao411
38528,隀,11,chong,chong2,chong211
38537,隉,11,nie,nie4,nie411
38541,隍,11,huang,huang2,huang211
38551,隗,11,wei,wei3,wei311
38530,隂,11,yin,yin1,yin111
38531,隃,11,yu,yu2,yu211
38534,隆,11,long,long2,long211
38544,隐,11,yin,yin3,yin311
38540,隌,11,an,an3,an311
38538,隊,11,dui,dui4,dui411
23084,娬,11,wu,wu3,wu311
23143,婧,11,jing,jing4,jing411
23114,婊,11,biao,biao3,biao311
23126,婖,11,tian,tian1,tian111
23182,媎,11,jie,jie3,jie311
23112,婈,11,ling,ling2,ling211
23134,婞,11,xing,xing4,xing411
23149,婭,11,ya,ya4,ya411
23096,娸,11,qi,qi1,qi111
23093,娵,11,ju,ju1,ju111
23164,婼,11,chuo,chuo4,chuo411
23180,媌,11,mao,mao2,mao211
23190,媖,11,ying,ying2,ying211
23137,婡,11,lai,lai2,lai211
23099,娻,11,dong,dong1,dong111
23155,婳,11,hua,hua4,hua411
23102,娾,11,ai,ai2,ai211
23117,婍,11,qi,qi3,qi311
23125,婕,11,jie,jie2,jie211
23124,婔,11,zzzzzz,zzzzzz5,zzzzzz599
23116,婌,11,shu,shu3,shu311
23141,婥,11,chuo,chuo4,chuo411
23115,婋,11,xiao,xiao1,xiao111
23120,婐,11,wo,wo3,wo311
23147,婫,11,kun,kun1,kun111
23100,娼,11,chang,chang1,chang111
23152,婰,11,dian,dian3,dian311
23135,婟,11,hu,hu4,hu411
23145,婩,11,yan,yan4,yan411
23207,媧,11,wa,wa1,wa111
23095,娷,11,chui,chui2,chui211
23121,婑,11,rui,rui2,rui211
23127,婗,11,ni,ni2,ni211
23118,婎,11,hui,hui1,hui111
23106,婂,11,mian,mian2,mian211
23138,婢,11,bi,bi4,bi411
23144,婨,11,lun,lun2,lun211
23111,婇,11,cai,cai3,cai311
23148,婬,11,yin,yin2,yin211
23140,婤,11,chou,chou1,chou111
23130,婚,11,hun,hun1,hun111
23119,婏,11,fu,fu4,fu411
23109,婅,11,ju,ju2,ju211
23131,婛,11,jing,jing1,jing111
23108,婄,11,pou,pou3,pou311
23128,婘,11,quan,quan2,quan211
23157,婵,11,chan,chan2,chan211
23122,婒,11,tan,tan2,tan211
23107,婃,11,cong,cong2,cong211
23133,婝,11,dian,dian4,dian411
23158,婶,11,shen,shen3,shen311
23136,婠,11,wan,wan2,wan211
23113,婉,11,wan,wan3,wan311
23247,嫏,11,lang,lang2,lang211
23101,娽,11,lu,lu4,lu411
23142,婦,11,fu,fu4,fu411
23150,婮,11,zzzzzz,zzzzzz5,zzzzzz599
23097,娹,11,xian,xian2,xian211
33004,胬,11,nu,nu3,nu311
23098,娺,11,zhui,zhui1,zhui111
34952,袈,11,jia,jia1,jia111
39047,颇,11,po,po1,po111
39048,颈,11,jing,jing3,jing311
32711,翇,11,fu,fu2,fu211
32720,翐,11,zhi,zhi4,zhi411
32722,習,11,xi,xi2,xi211
32719,翏,11,liu,liu4,liu411
32721,翑,11,qu,qu2,qu211
32715,翋,11,la,la1,la111
32716,翌,11,yi,yi4,yi411
32717,翍,11,pi,pi1,pi111
24703,恿,11,yong,yong3,yong311
27448,欸,11,e^,e^1,e^111
37128,鄈,11,kui,kui2,kui211
21444,叄,11,san,san1,san111
21443,參,11,can,can1,can111
36907,逫,11,jue,jue2,jue211
32489,绩,11,ji,ji4,ji411
32490,绪,11,xu,xu4,xu411
32491,绫,11,ling,ling2,ling211
39568,骐,11,qi,qi2,qi211
32492,绬,11,yin,yin1,yin111
32493,续,11,xu,xu4,xu411
32494,绮,11,qi,qi3,qi311
39569,骑,11,qi,qi2,qi211
32495,绯,11,fei,fei1,fei111
32496,绰,11,chuo,chuo4,chuo411
32497,绱,11,shang,shang4,shang411
39570,骒,11,ke,ke4,ke411
32498,绲,11,gun,gun3,gun311
32499,绳,11,sheng,sheng2,sheng211
32525,缍,11,duo,duo3,duo311
32500,维,11,wei,wei2,wei211
39571,骓,11,zhui,zhui1,zhui111
32501,绵,11,mian,mian2,mian211
32502,绶,11,shou,shou4,shou411
32503,绷,11,beng,beng1,beng111
32504,绸,11,chou,chou2,chou211
32505,绹,11,tao,tao2,tao211
21110,剶,11,juan,juan1,juan111
32506,绺,11,liu,liu3,liu311
32507,绻,11,quan,quan3,quan311
32508,综,11,zong,zong1,zong111
39572,骔,11,zong,zong1,zong111
32509,绽,11,zhan,zhan4,zhan411
32510,绾,11,wan,wan3,wan311
39573,骕,11,su,su4,su411
32511,绿,11,lv,lv4,lv411
39574,骖,11,can,can1,can111
32512,缀,11,zhui,zhui4,zhui411
32513,缁,11,zi,zi1,zi111
36011,貫,11,guan,guan4,guan411
37130,鄊,11,xiang,xiang1,xiang111
37129,鄉,11,xiang,xiang1,xiang111
34992,袰,11,zzzzzz,zzzzzz5,zzzzzz599
32054,紶,11,qu,qu3,qu311
32058,紺,11,gan,gan4,gan411
32050,紲,11,xie,xie4,xie411
32074,絊,11,zui,zui4,zui411
32073,絉,11,shu,shu4,shu411
32049,紱,11,fu,fu2,fu211
32068,組,11,zu,zu3,zu311
32051,紳,11,shen,shen1,shen111
32044,紬,11,chou,chou2,chou211
32048,細,11,xi,xi4,xi411
32059,紻,11,yang,yang1,yang111
32069,絅,11,jiong,jiong3,jiong311
32041,紩,11,zhi,zhi4,zhi411
32065,絁,11,shi,shi1,shi111
32040,紨,11,fu,fu1,fu111
32072,絈,11,pa,pa4,pa411
32062,紾,11,zhen,zhen3,zhen311
32055,紷,11,ling,ling2,ling211
32071,絇,11,ju,ju4,ju411
32066,終,11,zhong,zhong1,zhong111
32056,紸,11,zhu,zhu4,zhu411
32075,絋,11,kuang,kuang4,kuang411
32067,絃,11,xian,xian2,xian211
32070,絆,11,ban,ban4,ban411
32053,紵,11,zhu,zhu4,zhu411
32061,紽,11,tuo,tuo2,tuo211
32060,紼,11,fu,fu2,fu211
32045,紭,11,hong,hong2,hong211
32064,絀,11,chu,chu4,chu411
32057,紹,11,shao,shao4,shao411
32052,紴,11,bei,bei4,bei411
32076,経,11,jing,jing1,jing111
32063,紿,11,dai,dai4,dai411
24034,巢,11,chao,chao2,chao211
32800,耠,12,huo,huo1,huo112
36019,貳,12,er,er4,er412
34538,蛪,12,qie,qie4,qie412
32092,絜,12,xie,xie2,xie212
29739,琫,12,beng,beng3,beng312
29753,琹,12,qin,qin2,qin212
29749,琵,12,pi,pi2,pi212
29687,珷,12,wu,wu3,wu312
29748,琴,12,qin,qin2,qin212
29750,琶,12,pa,pa2,pa212
29757,琽,12,du,du3,du312
29738,琪,12,qi,qi2,qi212
29784,瑘,12,ye,ye2,ye212
29787,瑛,12,ying,ying1,ying112
29747,琳,12,lin,lin2,lin212
29724,琜,12,lai,lai2,lai212
29721,琙,12,yu,yu4,yu412
29734,琦,12,qi,qi2,qi212
29730,琢,12,zhuo,zhuo2,zhuo212
29718,琖,12,zhan,zhan3,zhan312
29746,琲,12,bei,bei4,bei412
29729,琡,12,chu,chu4,chu412
29752,琸,12,zhuo,zhuo2,zhuo212
29733,琥,12,hu,hu3,hu312
29736,琨,12,kun,kun1,kun112
29737,琩,12,chang,chang1,chang112
38739,靓,12,jing,jing4,jing412
38740,靔,12,qi,qi2,qi212
29725,琝,12,wen,wen2,wen212
29728,琠,12,dian,dian3,dian312
29727,琟,12,wei,wei2,wei212
38919,頇,12,han,han1,han112
29717,琕,12,bing,bing3,bing312
29755,琻,12,zzzzzz,zzzzzz5,zzzzzz599
29745,琱,12,diao,diao1,diao112
29720,琘,12,min,min2,min212
29756,琼,12,qiong,qiong2,qiong212
26001,斑,12,ban,ban1,ban112
29719,琗,12,cui,cui4,cui412
29731,琣,12,pei,pei3,pei312
29744,琰,12,yan,yan3,yan312
29754,琺,12,fa,fa4,fa412
29742,琮,12,cong,cong2,cong212
29716,琔,12,dian,dian4,dian412
29743,琯,12,guan,guan3,guan312
29740,琬,12,wan,wan3,wan312
29807,瑯,12,lang,lang2,lang212
29723,琛,12,chen,chen1,chen112
29741,琭,12,lu,lu4,lu412
29722,琚,12,ju,ju1,ju112
38595,雃,12,ya,ya3,ya312
36743,辇,12,nian,nian3,nian312
26367,替,12,ti,ti4,ti412
22883,奣,12,weng,weng1,weng112
26909,椝,12,gui,gui1,gui112
40715,鼋,12,yuan,yuan2,yuan212
25587,揳,12,xie,xie1,xie112
25549,揍,12,zou,zou4,zou412
22590,堾,12,chuan,chuan3,chuan312
27454,款,12,kuan,kuan3,kuan312
38267,镻,13,die,die2,die213
39648,髠,12,kun,kun1,kun112
22575,堯,12,yao,yao2,yao212
22588,堼,12,heng,heng4,heng412
24135,幇,12,bang,bang1,bang112
22570,堪,12,kan,kan1,kan112
25557,揕,12,zhen,zhen4,zhen412
25617,搑,13,rong,rong3,rong313
22594,塂,12,gang,gang3,gang312
22558,堞,12,die,die2,die212
25586,揲,12,she,she2,she212
25661,搽,12,cha,cha2,cha212
22612,塔,12,ta,ta3,ta312
25645,搭,12,da,da1,da112
22595,塃,12,huang,huang1,huang112
25543,揇,12,nan,nan3,nan312
25592,揸,12,zha,zha1,zha112
22576,堰,12,yan,yan4,yan412
25568,揠,12,ya,ya4,ya412
25574,揦,12,la,la2,la212
22555,堛,12,bi,bi4,bi412
25546,揊,12,pi,pi4,pi412
22553,堙,12,yin,yin1,yin112
22556,堜,12,lian,lian4,lian412
25536,揀,12,jian,jian3,jian312
39341,馭,12,yu,yu4,yu412
22582,堶,12,tuo,tuo1,tuo112
22591,堿,12,jian,jian3,jian312
25595,揻,12,zzzzzz,zzzzzz5,zzzzzz599
38917,項,12,xiang,xiang4,xiang412
25596,揼,12,zzzzzz,zzzzzz5,zzzzzz599
22567,堧,12,ruan,ruan2,ruan212
22566,堦,12,jie,jie1,jie112
25577,揩,12,kai,kai1,kai112
33271,臷,12,die,die2,die212
25593,揹,12,bei,bei1,bei112
25537,揁,12,zheng,zheng1,zheng112
36234,越,12,yue,yue4,yue412
36232,趈,12,zhan,zhan1,zhan112
36228,趄,12,ju,ju1,ju112
36227,趃,12,die,die2,die212
36225,趁,12,chen,chen4,chen412
36230,趆,12,di,di1,di112
36226,趂,12,chen,chen4,chen412
36235,趋,12,qu,qu1,qu112
36231,趇,12,se,se4,se412
36233,趉,12,zhu,zhu2,zhu212
36229,超,12,chao,chao1,chao112
36033,賁,12,bi,bi4,bi412
25597,揽,12,lan,lan3,lan312
22564,堤,12,di,di1,di112
25552,提,12,ti,ti2,ti212
22580,場,12,chang,chang2,chang212
25562,揚,12,yang,yang2,yang212
21894,喆,12,zhe,zhe2,zhe212
25558,揖,12,yi,yi1,yi112
21338,博,12,bo,bo2,bo212
22563,堣,12,yu,yu2,yu212
22637,塭,12,wen,wen1,wen112
25598,揾,12,wen,wen4,wen412
39049,颉,12,jie,jie2,jie212
22568,堨,12,e,e4,e412
25581,揭,12,jie,jie1,jie112
25547,揋,12,wei,wei1,wei112
22586,堺,12,jie,jie4,jie412
34515,蛓,12,ci,ci4,ci412
25548,揌,12,sai,sai1,sai112
22574,堮,12,e,e4,e412
23564,尌,12,shu,shu4,shu412
21916,喜,12,xi,xi3,xi312
24429,彭,12,peng,peng2,peng212
32723,翓,12,xie,xie2,xie212
25571,揣,12,chuai,chuai3,chuai312
22596,塄,12,leng,leng2,leng212
33022,胾,12,zi,zi4,zi412
25648,搰,12,hu,hu2,hu212
25599,揿,12,qin,qin4,qin412
25554,插,12,cha,cha1,cha112
25591,揷,12,cha,cha1,cha112
25578,揪,12,jiu,jiu1,jiu112
22585,堹,12,zhong,zhong4,zhong412
25584,揰,12,chong,chong4,chong412
22597,塅,12,duan,duan4,duan412
25553,揑,12,nie,nie1,nie112
25628,搜,12,sou,sou1,sou112
22562,堢,12,bao,bao3,bao312
22573,堭,12,huang,huang2,huang212
25560,揘,12,heng,heng2,heng212
26033,斱,13,zhuo,zhuo2,zhuo213
22602,塊,12,kuai,kuai4,kuai412
27582,殾,13,xun,xun4,xun413
29009,煑,12,zhu,zhu3,zhu312
29038,煮,12,zhu,zhu3,zhu312
22560,堠,12,hou,hou4,hou412
22624,塠,12,dui,dui1,dui112
25637,搥,12,chui,chui2,chui212
30825,硩,12,che,che4,che412
25559,揗,12,shun,shun3,shun312
32779,耋,12,die,die2,die212
22572,堬,12,yu,yu2,yu212
25540,揄,12,yu,yu2,yu212
25564,揜,12,yan,yan3,yan312
25594,揺,12,yao,yao2,yao212
25588,援,12,yuan,yuan2,yuan212
22571,堫,12,zong,zong1,zong112
25600,搀,12,chan,chan1,chan112
25563,換,12,huan,huan4,huan412
22584,堸,12,feng,feng2,feng212
25556,揔,12,zong,zong3,zong312
25544,揈,12,hong,hong1,hong112
32851,聓,12,zzzzzz,zzzzzz5,zzzzzz599
25565,揝,12,zan,zan3,zan312
34537,蛩,12,qiong,qiong2,qiong212
34544,蛰,12,zhe,zhe2,zhe212
32119,絷,12,zhi,zhi2,zhi212
22598,塆,12,wan,wan1,wan112
25576,揨,12,cheng,cheng2,cheng212
35009,裁,12,cai,cai2,cai212
22583,堷,12,an,an3,an312
25566,揞,12,an,an3,an312
25573,揥,12,ti,ti4,ti412
25555,揓,12,shi,shi4,shi412
25601,搁,12,ge,ge1,ge112
36948,達,12,da,da2,da212
25619,搓,12,cuo,cuo1,cuo112
22577,報,12,bao,bao4,bao412
22552,堘,12,cheng,cheng2,cheng212
25602,搂,12,lou,lou3,lou312
25539,揃,12,jian,jian1,jian112
25538,揂,12,jiu,jiu1,jiu112
25603,搃,12,zong,zong3,zong312
22569,堩,12,geng,geng4,geng412
25604,搄,12,geng,geng1,geng112
25583,揯,12,geng,geng1,geng112
25605,搅,12,jiao,jiao3,jiao312
22599,塇,12,xuan,xuan1,xuan112
25550,揎,12,xuan,xuan1,xuan112
22551,堗,12,tu,tu1,tu112
25580,揬,12,tu,tu2,tu212
25570,揢,12,ke,ke4,ke412
22554,堚,12,hun,hun2,hun212
25582,揮,12,hui,hui1,hui112
22777,壹,12,yi,yi1,yi112
25561,揙,12,bian,bian4,bian412
27580,殼,12,ke,ke2,ke212
22778,壺,12,hu,hu2,hu212
25697,摡,12,gai,gai4,gai412
25569,握,12,wo,wo4,wo412
