19968,一,1
20008,丨,1
20101,亅,1
20031,丿,2
20022,丶,3
20032,乀,3
20033,乁,3
20057,乙,3
20058,乚,3
20059,乛,3
20108,二,3
19969,丁,4
19973,丅,4
21313,十,4
19974,丆,5
21378,厂,5
19970,丂,6
19971,七,6
21274,匚,6
21304,匸,6
19972,丄,7
20994,刂,7
21340,卜,7
20866,冂,8
20155,亻,9
20034,乂,10
20154,人,10
20837,入,10
20843,八,10
20061,九,11
20799,儿,11
20960,几,11
21241,勹,11
21269,匕,11
20128,亠,12
20907,冫,12
20023,丷,13
20886,冖,13
35744,讠,13
20993,刁,14
20009,丩,15
20102,了,15
20981,凵,15
21353,卩,15
38429,阝,15
20035,乃,16
20992,刀,16
21147,力,16
20036,乄,17
21430,厶,17
21448,又,17
24308,廴,17
20060,乜,18
24028,巜,18
19977,三,19
20109,亍,19
20110,于,19
24178,干,19
20111,亏,20
20112,亐,20
22303,土,20
22763,士,20
24037,工,20
25164,扌,20
21316,卄,21
33401,艹,21
25165,才,22
19979,下,23
23544,寸,23
19980,丌,24
24318,廾,24
19976,丈,25
22823,大,25
20800,兀,26
23586,尢,26
19982,与,27
19975,万,28
22824,夨,28
24331,弋,28
19978,上,29
23567,小,29
20963,凣,30
21475,口,30
22231,囗,30
23665,山,30
24062,巾,30
21315,千,31
20039,乇,32
20062,乞,32
24029,川,32
20159,亿,33
24435,彳,33
24417,彡,34
20962,凢,35
20156,亼,36
20010,个,37
20042,乊,37
20157,亽,37
20158,亾,37
20838,兦,37
20103,亇,38
29357,犭,38
20024,丸,39
20037,久,39
20040,么,39
20961,凡,39
21242,勺,39
21450,及,39
22786,夂,39
22794,夊,39
22805,夕,39
39267,饣,39
20012,丬,40
24191,广,40
20129,亡,41
38376,门,41
20011,丫,42
20041,义,42
27701,氵,42
24516,忄,43
23424,宀,44
20043,之,45
36790,辶,45
24400,彐,46
21314,卂,47
23608,尸,47
24049,己,47
24050,已,47
24051,巳,47
24339,弓,47
21355,卫,48
23376,子,48
23377,孑,48
23378,孒,48
23662,屮,48
21354,卪,49
23379,孓,49
20063,也,50
22899,女,50
20038,乆,51
20995,刃,51
20996,刄,51
39134,飞,51
21148,劜,52
20064,习,53
21449,叉,53
24401,彑,53
32415,纟,53
39532,马,53
20065,乡,54
24186,幺,54
24027,巛,55
20118,亖,56
20016,丰,57
29579,王,57
20115,亓,58
20117,井,58
24320,开,58
22825,天,59
22827,夫,59
20803,元,60
26080,无,60
38886,韦,60
19987,专,61
20113,云,61
24332,弌,61
32770,耂,61
22305,圡,62
19984,丐,63
22304,圠,63
25166,扎,63
24319,廿,64
33402,艺,64
26408,木,65
26409,朩,65
20068,乤,66
20116,五,66
24063,巿,66
24064,帀,66
37010,邒,66
25903,支,67
19983,丏,68
21381,厅,68
21317,卅,69
19981,不,70
20871,冇,70
20164,仄,71
22826,太,71
29356,犬,71
21306,区,72
21382,历,72
21431,厷,72
21451,友,72
23588,尤,72
27513,歹,72
21305,匹,73
21380,厄,73
36791,辷,73
36710,车,74
25144,戸,75
24040,巨,76
29273,牙,76
23663,屯,77
25096,戈,77
20802,兂,78
26081,旡,78
27604,比,78
20114,互,79
20999,切,79
29926,瓦,79
21341,卝,80
27490,止,80
25908,攴,81
23569,少,82
23568,尐,83
20867,冃,84
20868,冄,84
26085,日,84
26352,曰,84
20013,中,85
20870,円,85
20066,乢,86
20839,內,86
20869,内,86
20872,冈,86
27700,水,86
32595,罓,86
36125,贝,86
35265,见,87
31160,禸,88
21320,午,89
25163,手,89
29275,牛,89
27611,毛,90
27668,气,90
22764,壬,91
29276,牜,91
21319,升,92
22829,夭,92
25909,攵,92
38271,长,92
20161,仁,93
20160,什,94
20163,仃,94
29255,片,94
20166,仆,95
20168,仈,95
20167,仇,96
20169,仉,96
21270,化,96
23666,屲,96
24065,币,96
20162,仂,97
20173,仍,97
20165,仅,98
20175,仏,98
26020,斤,98
29226,爪,98
20015,丯,99
25142,戶,99
21453,反,100
20176,仐,101
20846,兮,101
21000,刈,101
20171,介,102
20172,仌,102
20174,从,102
29238,父,102
29243,爻,102
20069,乥,103
20177,仑,103
23587,尣,103
29227,爫,103
20178,仒,104
20170,今,105
20982,凶,105
20998,分,105
20047,乏,106
20844,公,106
20179,仓,107
21243,勻,107
26376,月,107
21318,卆,108
21379,厃,108
27663,氏,108
21247,勿,109
21245,勽,110
21249,匁,110
27424,欠,110
39118,风,110
21244,勼,111
21250,匂,111
20025,丹,112
21248,匀,112
20044,乌,113
21356,卬,113
20964,凤,114
21246,勾,114
21433,厹,114
27571,殳,114
21342,卞,115
20131,亣,116
20845,六,116
25991,文,116
20130,亢,117
26041,方,117
38377,闩,117
28779,火,118
20847,兯,119
20026,为,120
26007,斗,120
24518,忆,121
28780,灬,121
35745,计,121
35746,订,121
25143,户,122
31035,礻,122
35747,讣,122
35748,认,122
20887,冗,123
20888,冘,123
35749,讥,123
24515,心,124
20014,丮,125
32896,肀,125
23609,尹,126
21328,卐,127
22828,夬,127
23610,尺,127
24342,弖,127
24340,弔,128
24341,引,128
19985,丑,129
21325,卍,129
29247,爿,129
23380,孔,130
24052,巴,130
38431,队,130
38430,阞,131
21454,収,132
19986,丒,133
20997,刅,133
21150,办,133
22787,夃,133
20197,以,134
20801,允,134
20104,予,135
37011,邓,135
21149,劝,136
21432,厸,136
21452,双,136
27596,毌,136
20070,书,137
27595,毋,137
20067,乣,138
24187,幻,138
24333,弍,138
29577,玉,138
29578,玊,138
21278,匞,139
29580,玌,139
21002,刊,140
26410,未,140
26411,末,140
31034,示,140
20987,击,141
37015,邗,141
37016,邘,141
20028,丼,142
25099,戋,142
22306,圢,143
25171,打,143
24039,巧,144
27491,正,144
22308,圤,145
25169,扑,145
21321,卉,146
22310,圦,146
25170,扒,146
25174,扖,146
22309,圥,147
25167,扏,147
20983,凷,148
21357,卭,148
22765,壭,148
37019,邛,148
21151,功,149
25168,扐,149
25172,扔,149
21435,去,150
25173,払,150
29976,甘,150
33404,艼,150
19990,世,151
19991,丗,151
21324,卌,151
33406,艾,151
33405,艽,152
33409,芁,152
21476,古,153
33410,节,153
33403,艻,154
33407,艿,154
33408,芀,154
26412,本,155
26415,术,155
26413,札,156
26416,朰,156
26414,朮,157
21004,刌,158
36795,辻,158
21487,可,159
21493,叵,159
21277,匝,160
19993,丙,161
21384,厈,161
22311,圧,161
24038,左,161
21385,厉,162
19989,丕,163
21491,右,163
30707,石,163
24067,布,164
21383,厇,165
22835,夳,165
22834,夲,166
22832,夰,167
20909,冭,168
22831,夯,168
21434,厺,169
25098,戊,169
40857,龙,169
29358,犮,170
21275,匛,171
24179,平,171
28781,灭,171
20076,乬,172
24042,巪,172
36711,轧,172
19996,东,173
21276,匜,173
21154,劢,174
25097,戉,174
21345,卡,175
20199,仧,176
21271,北,176
20984,凸,177
21344,占,177
27514,歺,177
21346,卢,178
19994,业,179
26087,旧,179
24069,帅,180
24402,归,180
27706,氺,180
19988,且,181
26086,旦,181
30446,目,181
21486,叮,182
21494,叶,182
26353,曱,182
30002,甲,182
30003,申,182
21495,号,183
30005,电,183
30000,田,184
30001,由,184
21343,卟,185
21482,只,185
21485,叭,185
21490,史,185
21498,叺,185
22830,央,185
20804,兄,186
21489,叱,186
21501,叽,186
21500,叼,187
21481,叩,188
21483,叫,188
21478,另,189
21479,叧,189
21480,叨,189
21499,叻,189
21497,叹,190
20119,亗,191
20873,冉,191
30004,甴,191
24068,帄,192
23669,屵,193
20874,冊,194
30399,皿,194
32594,罒,194
20875,冋,195
20985,凹,195
37014,邖,195
23668,屴,196
23670,屶,196
23671,屷,196
22234,囚,197
22235,四,197
22233,囙,198
22232,囘,199
20878,冎,200
22236,囜,200
38021,钅,200
29581,玍,201
29983,生,201
22833,失,202
30690,矢,202
27669,氕,203
20045,乍,204
23571,尓,204
31166,禾,204
21003,刋,205
21456,叐,205
21001,刉,206
20200,仨,207
20192,仠,208
19992,丘,209
20181,仕,209
20188,仜,209
20184,付,210
20183,仗,211
20195,代,211
20201,仩,211
20198,仦,212
20185,仙,213
20191,仟,213
20187,仛,214
20193,仡,214
20194,仢,214
20203,仫,214
20235,伋,214
20204,们,215
20202,仪,216
30333,白,216
20180,仔,217
20182,他,217
20190,仞,217
20205,仭,217
26021,斥,217
21358,卮,218
29916,瓜,218
20189,仝,219
20218,仺,219
23570,尒,219
20186,仚,220
23667,屳,220
20046,乎,221
19995,丛,222
20196,令,222
36796,込,222
29992,用,223
29993,甩,223
32906,肊,223
21360,印,224
27664,氐,224
20048,乐,225
23572,尔,225
21477,句,226
21492,叴,226
20967,凧,227
21254,匆,227
29360,犰,227
21251,匃,228
20876,册,229
21359,卯,229
21255,匇,230
29359,犯,230
21252,匄,231
22788,处,231
22806,外,231
20966,処,232
20908,冬,233
40479,鸟,233
22808,夘,234
37020,邜,234
21153,务,235
22807,夗,235
21005,刍,236
39268,饤,236
21253,包,237
39269,饥,237
20027,主,238
20910,冮,238
24066,市,238
24193,庁,238
24194,庂,238
24192,庀,239
30098,疒,239
37021,邝,239
24195,広,240
31435,立,240
20911,冯,241
37017,邙,241
29572,玄,242
27703,氷,243
38378,闪,243
20848,兰,244
21322,半,244
27712,汀,244
27713,汁,244
27717,汅,244
27719,汇,244
20071,乧,245
22836,头,245
27715,汃,245
27716,汄,245
27711,氿,246
27720,汈,246
27707,氻,247
27721,汉,247
27710,氾,248
24522,忊,249
24519,忇,250
24521,忉,250
23425,宁,251
31348,穴,251
23426,宂,252
23427,它,252
23428,宄,252
35750,讦,252
35751,讧,252
35752,讨,252
25145,戹,253
20889,写,254
35753,让,254
34916,衤,255
31036,礼,256
20890,冚,257
35754,讪,257
35755,讫,257
35756,讬,257
35757,训,257
24517,必,258
35758,议,258
35759,讯,258
35760,记,258
27704,永,259
35761,讱,259
21496,司,260
21455,叏,261
20965,凥,262
23611,尻,262
23612,尼,262
27665,民,262
24343,弗,263
37012,邔,263
24344,弘,264
30091,疋,264
38434,阢,264
21502,叾,265
20986,出,266
38433,阡,266
38435,阣,266
36797,辽,267
38432,阠,267
38436,阤,267
27702,氶,268
27705,氹,268
22901,奵,269
37018,邚,269
22902,奶,270
22900,奴,271
20017,丱,272
23573,尕,272
21152,加,273
21484,召,273
30382,皮,273
36792,辸,273
36793,边,273
36794,辺,273
23381,孕,274
21457,发,275
22307,圣,275
23545,对,275
24321,弁,275
21436,厼,276
