19968,1
20008,2
20022,2
20031,2
20032,2
20033,2
20057,2
20058,3
20059,3
20101,3
19969,3
19970,3
19971,3
19972,4
19973,4
19974,4
20009,4
20023,4
20034,4
20035,4
20036,5
20060,5
20061,5
20102,5
20108,5
20128,5
20154,5
20155,5
20799,5
20837,5
20843,6
20866,6
20886,6
20907,6
20960,6
20981,7
20992,7
20993,7
20994,8
21147,8
21241,1
21269,2
21274,3
21304,3
21313,3
21340,4
21353,4
21378,4
21430,4
21448,5
24028,7
24308,8
35744,9
38429,10
19975,1
19976,2
19977,3
19978,4
19979,4
19980,5
20010,5
20011,7
20012,9
20024,1
20037,1
20038,1
20039,2
20040,2
20041,2
20042,3
20062,3
20063,3
20064,3
20065,3
20103,3
20109,4
20110,4
20111,5
20112,5
20129,5
20156,5
20157,6
20158,6
20159,6
20800,6
20838,7
20961,8
20962,9
20963,10
20995,1
20996,1
21148,1
21242,2
21314,2
21315,3
21316,3
21354,3
21355,3
21449,4
21475,4
22231,4
22303,4
22763,4
22786,5
22794,6
22805,6
22823,6
22899,6
23376,5
23377,6
23378,6
23379,6
23424,6
23544,7
23567,7
23586,8
23587,8
23608,8
23662,8
23665,8
24027,7
24029,9
24037,9
24049,9
24050,9
24051,9
24062,11
24178,11
24186,11
24191,12
24318,13
24331,13
24339,13
24400,1
24401,2
24417,3
24435,4
24516,6
25165,7
27701,8
29357,2
32415,3
33401,3
36790,3
38376,3
39134,4
39267,4
39532,4
19981,4
19982,4
19983,4
19984,5
19985,6
19986,6
19987,6
20013,8
20014,7
20015,8
20016,8
20025,8
20026,2
20043,3
20044,4
20066,4
20067,6
20068,6
20069,6
20070,6
20104,7
20113,7
20114,7
20115,8
20116,8
20117,9
20118,9
20130,9
20131,9
20160,9
20161,9
20162,10
20163,12
20164,12
20165,13
20166,13
20167,16
20168,22
20169,2
20170,2
20171,3
20172,3
20173,3
20174,3
20175,4
20176,4
20177,4
20178,4
20179,4
20801,4
20802,4
20803,4
20839,4
20844,4
20845,4
20846,4
20847,4
20867,4
20868,4
20869,4
20870,4
20871,4
20872,4
20887,4
20888,5
20964,5
20982,5
20997,5
20998,5
20999,5
21000,5
21149,5
21150,5
21243,5
21244,5
21245,5
21246,5
